k_invA,S_k
0.20000000,0.59288031
0.23967936,0.59204388
0.27935872,0.59114906
0.31903808,0.59024052
0.35871743,0.58936874
0.39839679,0.58858952
0.43807615,0.58796348
0.47775551,0.58755538
0.51743487,0.58743339
0.55711423,0.58766821
0.59679359,0.58833203
0.63647295,0.58949736
0.67615230,0.59123571
0.71583166,0.59361605
0.75551102,0.59670314
0.79519038,0.60055566
0.83486974,0.60522432
0.87454910,0.61074973
0.91422846,0.61716034
0.95390782,0.62447039
0.99358717,0.63267791
1.03326653,0.64176301
1.07294589,0.65168635
1.11262525,0.66238816
1.15230461,0.67378761
1.19198397,0.68578284
1.23166333,0.69825170
1.27134269,0.71105317
1.31102204,0.72402960
1.35070140,0.73700973
1.39038076,0.74981252
1.43006012,0.76225159
1.46973948,0.77414046
1.50941884,0.78529806
1.54909820,0.79555475
1.58877756,0.80475832
1.62845691,0.81277991
1.66813627,0.81951964
1.70781563,0.82491151
1.74749499,0.82892754
1.78717435,0.83158077
1.82685371,0.83292700
1.86653307,0.83306500
1.90621242,0.83213519
1.94589178,0.83031667
1.98557114,0.82782257
2.02525050,0.82489383
2.06492986,0.82179165
2.10460922,0.81878859
2.14428858,0.81615885
2.18396794,0.81416789
2.22364729,0.81306191
2.26332665,0.81305746
2.30300601,0.81433173
2.34268537,0.81701388
2.38236473,0.82117779
2.42204409,0.82683673
2.46172345,0.83394002
2.50140281,0.84237215
2.54108216,0.85195429
2.58076152,0.86244845
2.62044088,0.87356400
2.66012024,0.88496655
2.69979960,0.89628882
2.73947896,0.90714324
2.77915832,0.91713569
2.81883768,0.92587996
2.85851703,0.93301238
2.89819639,0.93820592
2.93787575,0.94118337
2.97755511,0.94172880
3.01723447,0.93969699
3.05691383,0.93502035
3.09659319,0.92771290
3.13627255,0.91787122
3.17595190,0.90567222
3.21563126,0.89136776
3.25531062,0.87527628
3.29498998,0.85777184
3.33466934,0.83927087
3.37434870,0.82021722
3.41402806,0.80106620
3.45370741,0.78226811
3.49338677,0.76425213
3.53306613,0.74741112
3.57274549,0.73208822
3.61242485,0.71856549
3.65210421,0.70705553
3.69178357,0.69769614
3.73146293,0.69054841
3.77114228,0.68559842
3.81082164,0.68276231
3.85050100,0.68189476
3.89018036,0.68280024
3.92985972,0.68524679
3.96953908,0.68898157
4.00921844,0.69374746
4.04889780,0.69929998
4.08857715,0.70542376
4.12825651,0.71194771
4.16793587,0.71875805
4.20761523,0.72580874
4.24729459,0.73312854
4.28697395,0.74082433
4.32665331,0.74908046
4.36633267,0.75815399
4.40601202,0.76836585
4.44569138,0.78008826
