r_A,g_r,g_r_error,n_r
0.51375000,0.00000000,0.00034151,0.00000000
0.54125000,0.00000000,0.00030769,0.00000000
0.56875000,0.00000000,0.00027865,0.00000000
0.59625000,0.00000000,0.00025354,0.00000000
0.62375000,0.00000000,0.00023168,0.00000000
0.65125000,0.00000000,0.00021253,0.00000000
0.67875000,0.00000000,0.00019565,0.00000000
0.70625000,0.00000000,0.00018071,0.00000000
0.73375000,0.00000000,0.00016742,0.00000000
0.76125000,0.00000000,0.00015554,0.00000000
0.78875000,0.00000000,0.00014489,0.00000000
0.81625000,0.00000000,0.00013529,0.00000000
0.84375000,0.00000000,0.00012661,0.00000000
0.87125000,0.00000000,0.00011875,0.00000000
0.89875000,0.00000000,0.00011159,0.00000000
0.92625000,0.00000000,0.00010506,0.00000000
0.95375000,0.00000000,0.00009909,0.00000000
0.98125000,0.00000000,0.00009362,0.00000000
1.00875000,0.00000000,0.00008858,0.00000000
1.03625000,0.00000000,0.00008394,0.00000000
1.06375000,0.00000000,0.00007966,0.00000000
1.09125000,0.00000000,0.00007569,0.00000000
1.11875000,0.00000000,0.00007202,0.00000000
1.14625000,0.00000000,0.00006860,0.00000000
1.17375000,0.00000000,0.00006543,0.00000000
1.20125000,0.00000000,0.00006247,0.00000000
1.22875000,0.00000000,0.00005970,0.00000000
1.25625000,0.00000000,0.00005712,0.00000000
1.28375000,0.00054695,0.00017296,0.00004225
1.31125000,0.01494113,0.00088504,0.00124645
1.33875000,0.11109799,0.00236379,0.01058004
1.36625000,0.38974134,0.00433823,0.04468209
1.39375000,0.96038885,0.00667565,0.13213223
1.42125000,1.99036436,0.00942433,0.32059137
1.44875000,3.44465456,0.01216282,0.65949500
1.47625000,4.68779949,0.01392449,1.13838139
1.50375000,4.99035338,0.01410408,1.66734552
1.53125000,4.36862405,0.01295928,2.14749949
1.55875000,3.31382496,0.01108774,2.52492057
1.58625000,2.23337096,0.00894465,2.78833998
1.61375000,1.44989634,0.00708414,2.96533177
1.64125000,0.91831479,0.00554339,3.08128549
1.66875000,0.60562069,0.00442755,3.16034005
1.69625000,0.41349549,0.00359915,3.21610921
1.72375000,0.30145064,0.00302405,3.25809559
1.75125000,0.22387064,0.00256511,3.29027937
1.77875000,0.17409726,0.00222708,3.31609992
1.80625000,0.13264334,0.00191434,3.33638538
1.83375000,0.09768044,0.00161815,3.35178221
1.86125000,0.07540470,0.00140071,3.36402701
1.88875000,0.07271957,0.00135552,3.37618730
1.91625000,0.07852707,0.00138839,3.38970389
1.94375000,0.06367621,0.00123255,3.40098110
1.97125000,0.02352145,0.00073866,3.40526552
1.99875000,0.00426436,0.00031019,3.40606409
2.02625000,0.00144900,0.00017836,3.40634296
2.05375000,0.00111127,0.00015410,3.40656267
2.08125000,0.00083238,0.00013161,3.40673168
2.10875000,0.00105405,0.00014617,3.40695139
2.13625000,0.00464166,0.00030279,3.40794433
2.16375000,0.02936062,0.00075185,3.41438784
2.19125000,0.19450344,0.00191085,3.45816573
2.21875000,0.52260930,0.00309339,3.57876301
2.24625000,0.55273072,0.00314234,3.70949246
2.27375000,0.62752355,0.00330771,3.86156791
2.30125000,0.82711238,0.00375209,4.06689004
2.32875000,1.09467566,0.00426555,4.34516546
2.35625000,1.37131865,0.00471848,4.70204756
2.38375000,1.64806504,0.00511306,5.14102217
2.41125000,1.85241538,0.00535897,5.64587699
2.43875000,2.01708219,0.00552903,6.20822066
2.46625000,2.11897462,0.00560377,6.81236902
2.49375000,2.15121773,0.00558398,7.43946474
2.52125000,2.10090148,0.00545810,8.06547458
2.54875000,2.00127876,0.00526964,8.67487916
2.57625000,1.87243344,0.00504278,9.25741955
2.60375000,1.72488985,0.00478890,9.80557480
2.63125000,1.56786662,0.00451801,10.31440982
2.65875000,1.42934423,0.00426919,10.78803576
2.68625000,1.30215750,0.00403311,11.22848922
2.71375000,1.20220512,0.00383596,11.64350240
2.74125000,1.11031169,0.00364946,12.03460063
2.76875000,1.04755255,0.00350961,12.41103299
2.79625000,0.99621170,0.00338887,12.77616279
2.82375000,0.95283474,0.00328199,13.13229702
2.85125000,0.93131689,0.00321343,13.48720170
2.87875000,0.90963856,0.00314547,13.84056416
2.90625000,0.89663538,0.00309335,14.19556179
2.93375000,0.88468024,0.00304386,14.55248614
2.96125000,0.87663075,0.00300184,14.91282450
2.98875000,0.86807046,0.00295967,15.27630222
3.01625000,0.85549411,0.00291136,15.64113626
3.04375000,0.85463150,0.00288360,16.01227860
3.07125000,0.85099633,0.00285170,16.38855040
3.09875000,0.83911304,0.00280659,16.76624189
3.12625000,0.83181216,0.00276977,17.14732203
3.15375000,0.83124388,0.00274468,17.53487105
3.18125000,0.82727539,0.00271445,17.92732558
3.20875000,0.82445836,0.00268660,18.32523492
3.23625000,0.82877779,0.00267074,18.73211449
3.26375000,0.82836722,0.00264758,19.14573334
3.29125000,0.83837263,0.00264127,19.57143219
3.31875000,0.83802333,0.00261884,20.00409427
3.34625000,0.85141007,0.00261798,20.45098279
3.37375000,0.86264316,0.00261371,20.91124003
3.40125000,0.87507053,0.00261119,21.38577018
3.42875000,0.89103045,0.00261376,21.87679996
3.45625000,0.90500787,0.00261322,22.38356460
3.48375000,0.93505636,0.00263528,22.91552021
3.51125000,0.94759875,0.00263212,23.46315576
3.53875000,0.98656023,0.00266481,24.04227370
3.56625000,1.01788995,0.00268592,24.64910509
3.59375000,1.06156311,0.00272195,25.29177089
3.62125000,1.09239376,0.00274022,25.96326139
3.64875000,1.12359289,0.00275813,26.66445967
3.67625000,1.15696113,0.00277785,27.39740654
3.70375000,1.17787017,0.00278203,28.15480496
3.73125000,1.19412234,0.00278051,28.93409867
3.75875000,1.19415624,0.00276021,29.72494423
3.78625000,1.18706496,0.00273201,30.52263893
3.81375000,1.16764004,0.00269003,31.31871958
3.84125000,1.14213561,0.00264144,32.10868206
3.86875000,1.11130974,0.00258703,32.88836871
3.89625000,1.07997851,0.00253230,33.65688379
3.92375000,1.04100013,0.00246876,34.40815559
3.95125000,1.00363934,0.00240718,35.14265312
3.97875000,0.97138212,0.00235181,35.86347350
4.00625000,0.94627599,0.00230529,36.57540393
4.03375000,0.92661470,0.00226566,37.28214575
4.06125000,0.90688913,0.00222624,37.98330601
4.08875000,0.89397086,0.00219546,38.68387050
4.11625000,0.88891788,0.00217462,39.38987713
4.14375000,0.88768378,0.00215869,40.10435539
4.17125000,0.88731662,0.00214402,40.82804895
4.19875000,0.89228214,0.00213592,41.56541965
4.22625000,0.89986980,0.00213103,42.31883366
4.25375000,0.90445740,0.00212264,43.08597553
4.28125000,0.91832487,0.00212511,43.87498310
4.30875000,0.92440528,0.00211853,44.67945089
4.33625000,0.93392533,0.00211591,45.50261121
4.36375000,0.93900506,0.00210828,46.34077964
4.39125000,0.94995683,0.00210726,47.19944480
4.41875000,0.95945150,0.00210459,48.07758839
4.44625000,0.96995704,0.00210299,48.97643152
4.47375000,0.97712860,0.00209777,49.89315593
4.50125000,0.98579253,0.00209418,50.82941370
4.52875000,0.99889475,0.00209525,51.78974277
4.55625000,1.01111045,0.00209530,52.77365721
4.58375000,1.01695154,0.00208874,53.77523746
4.61125000,1.02439611,0.00208387,54.79629191
4.63875000,1.04100162,0.00208824,55.84631051
4.66625000,1.04261104,0.00207753,56.91045836
4.69375000,1.05297740,0.00207560,57.99789160
4.72125000,1.06070697,0.00207107,59.10618071
4.74875000,1.06666048,0.00206485,60.23371163
4.77625000,1.07210269,0.00205819,61.38015904
4.80375000,1.07763197,0.00205168,62.54582714
4.83125000,1.07945587,0.00204173,63.72687517
4.85875000,1.07461749,0.00202562,64.91605260
4.88625000,1.07275656,0.00201247,66.11664667
4.91375000,1.06876807,0.00199748,67.32627856
4.94125000,1.06317728,0.00198117,68.54308917
4.96875000,1.05746554,0.00196490,69.76687145
4.99625000,1.05054373,0.00194768,70.99613812
5.02375000,1.04380256,0.00193079,72.23099902
5.05125000,1.03062407,0.00190812,73.46365434
5.07875000,1.01833650,0.00188644,74.69491110
5.10625000,1.01036356,0.00186892,75.92979313
5.13375000,1.00779006,0.00185654,77.17483268
5.16125000,1.00099433,0.00184041,78.42476085
5.18875000,0.98852713,0.00181922,79.67231020
5.21625000,0.98146426,0.00180316,80.92411016
5.24375000,0.97461608,0.00178743,82.18031706
5.27125000,0.97154869,0.00177531,83.44573925
5.29875000,0.97073319,0.00176535,84.72332595
5.32625000,0.96475760,0.00175082,86.00626183
5.35375000,0.96668696,0.00174357,87.30507200
5.38125000,0.95790591,0.00172676,88.60533988
5.40875000,0.96077966,0.00172056,89.92287216
5.43625000,0.96138694,0.00171240,91.25467736
5.46375000,0.96284522,0.00170507,92.60203150
5.49125000,0.96434570,0.00169785,93.96510360
5.51875000,0.96893527,0.00169341,95.34841468
5.54625000,0.96880366,0.00168490,96.74535644
5.57375000,0.97392550,0.00168101,98.16364420
5.60125000,0.97738621,0.00167573,99.60105124
5.62875000,0.98191934,0.00167140,101.05933951
5.65625000,0.98186397,0.00166323,102.53182886
5.68375000,0.98721022,0.00165968,104.02676700
5.71125000,0.99215674,0.00165582,105.54376944
5.73875000,0.99631741,0.00165134,107.08183900
5.76625000,0.99991730,0.00164643,108.64029543
5.79375000,1.00145997,0.00163988,110.21607964
5.82125000,1.00581765,0.00163568,111.81378025
5.84875000,1.00841558,0.00163009,113.43077762
5.87625000,1.01046934,0.00162411,115.06634076
5.90375000,1.01455145,0.00161981,116.72391749
5.93125000,1.01353363,0.00161149,118.39529391
5.95875000,1.01542092,0.00160555,120.08534596
5.98625000,1.01399356,0.00159705,121.78863575
