k_invA,S_k
17.06372745,1.02964183
17.10340681,1.03258416
17.14308617,1.03539700
17.18276553,1.03806472
17.22244489,1.04057390
17.26212425,1.04291365
17.30180361,1.04507571
17.34148297,1.04705450
17.38116232,1.04884702
17.42084168,1.05045263
17.46052104,1.05187273
17.50020040,1.05311039
17.53987976,1.05416984
17.57955912,1.05505601
17.61923848,1.05577402
17.65891784,1.05632867
17.69859719,1.05672404
17.73827655,1.05696312
17.77795591,1.05704752
17.81763527,1.05697734
17.85731463,1.05675110
17.89699399,1.05636581
17.93667335,1.05581719
17.97635271,1.05509992
18.01603206,1.05420806
18.05571142,1.05313547
18.09539078,1.05187632
18.13507014,1.05042561
18.17474950,1.04877964
18.21442886,1.04693650
18.25410822,1.04489647
18.29378758,1.04266232
18.33346693,1.04023954
18.37314629,1.03763647
18.41282565,1.03486423
18.45250501,1.03193664
18.49218437,1.02886997
18.53186373,1.02568259
18.57154309,1.02239458
18.61122244,1.01902721
18.65090180,1.01560247
18.69058116,1.01214251
18.73026052,1.00866917
18.76993988,1.00520344
18.80961924,1.00176515
18.84929860,0.99837254
18.88897796,0.99504207
18.92865731,0.99178827
18.96833667,0.98862367
19.00801603,0.98555892
19.04769539,0.98260284
19.08737475,0.97976273
19.12705411,0.97704461
19.16673347,0.97445352
19.20641283,0.97199389
19.24609218,0.96966986
19.28577154,0.96748557
19.32545090,0.96544541
19.36513026,0.96355425
19.40480962,0.96181752
19.44448898,0.96024128
19.48416834,0.95883214
19.52384770,0.95759713
19.56352705,0.95654353
19.60320641,0.95567855
19.64288577,0.95500906
19.68256513,0.95454118
19.72224449,0.95427999
19.76192385,0.95422915
19.80160321,0.95439059
19.84128257,0.95476426
19.88096192,0.95534791
19.92064128,0.95613700
19.96032064,0.95712468
20.00000000,0.95830181
