k_invA,S_k
4.44569138,0.77978508
4.48537074,0.79998847
4.52505010,0.82324801
4.56472946,0.84996363
4.60440882,0.88048258
4.64408818,0.91507588
4.68376754,0.95391669
4.72344689,0.99706152
4.76312625,1.04443531
4.80280561,1.09582096
4.84248497,1.15085393
4.88216433,1.20902234
4.92184369,1.26967264
4.96152305,1.33202080
5.00120240,1.39516876
5.04088176,1.45812566
5.08056112,1.51983301
5.12024048,1.57919314
5.15991984,1.63509979
5.19959920,1.68646983
5.23927856,1.73227495
5.27895792,1.77157216
5.31863727,1.80353204
5.35831663,1.82746373
5.39799599,1.84283574
5.43767535,1.84929185
5.47735471,1.84666157
5.51703407,1.83496486
5.55671343,1.81441089
5.59639279,1.78539102
5.63607214,1.74846627
5.67575150,1.70434983
5.71543086,1.65388523
5.75511022,1.59802105
5.79478958,1.53778309
5.83446894,1.47424506
5.87414830,1.40849873
5.91382766,1.34162466
5.95350701,1.27466452
5.99318637,1.20859578
6.03286573,1.14430965
6.07254509,1.08259289
6.11222445,1.02411386
6.15190381,0.96941327
6.19158317,0.91889953
6.23126253,0.87284878
6.27094188,0.83140921
6.31062124,0.79460941
6.35030060,0.76237010
6.38997996,0.73451853
6.42965932,0.71080511
6.46933868,0.69092112
6.50901804,0.67451708
6.54869739,0.66122078
6.58837675,0.65065445
6.62805611,0.64245033
6.66773547,0.63626425
6.70741483,0.63178672
6.74709419,0.62875127
6.78677355,0.62694005
6.82645291,0.62618652
6.86613226,0.62637535
6.90581162,0.62744000
6.94549098,0.62935794
6.98517034,0.63214424
7.02484970,0.63584380
7.06452906,0.64052273
7.10420842,0.64625940
7.14388778,0.65313560
7.18356713,0.66122821
7.22324649,0.67060180
7.26292585,0.68130246
7.30260521,0.69335295
7.34228457,0.70674951
7.38196393,0.72146019
7.42164329,0.73742475
7.46132265,0.75455602
7.50100200,0.77274250
7.54068136,0.79185199
7.58036072,0.81173596
7.62004008,0.83223442
7.65971944,0.85318098
7.69939880,0.87440773
7.73907816,0.89574984
7.77875752,0.91704957
7.81843687,0.93815947
7.85811623,0.95894485
7.89779559,0.97928517
7.93747495,0.99907465
7.97715431,1.01822198
8.01683367,1.03664923
8.05651303,1.05429017
8.09619238,1.07108821
8.13587174,1.08699396
8.17555110,1.10196288
8.21523046,1.11595298
8.25490982,1.12892286
8.29458918,1.14083023
8.33426854,1.15163104
8.37394790,1.16127921
8.41362725,1.16972709
8.45330661,1.17692661
8.49298597,1.18283104
8.53266533,1.18739726
8.57234469,1.19058844
8.61202405,1.19237701
8.65170341,1.19274758
8.69138277,1.19169989
8.73106212,1.18925134
8.77074148,1.18543920
8.81042084,1.18032207
8.85010020,1.17398077
8.88977956,1.16651833
8.92945892,1.15805919
8.96913828,1.14874755
9.00881764,1.13874492
9.04849699,1.12822688
9.08817635,1.11737933
9.12785571,1.10639418
9.16753507,1.09546471
9.20721443,1.08478081
9.24689379,1.07452427
9.28657315,1.06486421
9.32625251,1.05595292
9.36593186,1.04792224
9.40561122,1.04088047
9.44529058,1.03491016
9.48496994,1.03006658
9.52464930,1.02637701
9.56432866,1.02384096
9.60400802,1.02243096
9.64368737,1.02209430
9.68336673,1.02275516
9.72304609,1.02431742
9.76272545,1.02666778
9.80240481,1.02967914
9.84208417,1.03321415
9.88176353,1.03712874
9.92144289,1.04127557
9.96112224,1.04550727
10.00080160,1.04967941
10.04048096,1.05365317
10.08016032,1.05729758
10.11983968,1.06049143
10.15951904,1.06312478
10.19919840,1.06510009
10.23887776,1.06633305
10.27855711,1.06675311
10.31823647,1.06630374
10.35791583,1.06494253
10.39759519,1.06264112
10.43727455,1.05938506
10.47695391,1.05517352
10.51663327,1.05001902
10.55631263,1.04394709
10.59599198,1.03699585
10.63567134,1.02921564
10.67535070,1.02066845
10.71503006,1.01142738
10.75470942,1.00157591
10.79438878,0.99120703
10.83406814,0.98042223
10.87374749,0.96933030
10.91342685,0.95804589
10.95310621,0.94668793
10.99278557,0.93537784
11.03246493,0.92423761
11.07214429,0.91338769
11.11182365,0.90294494
11.15150301,0.89302043
11.19118236,0.88371741
11.23086172,0.87512934
11.27054108,0.86733818
11.31022044,0.86041288
11.34989980,0.85440821
11.38957916,0.84936404
11.42925852,0.84530493
11.46893788,0.84224020
11.50861723,0.84016446
11.54829659,0.83905848
11.58797595,0.83889058
11.62765531,0.83961820
11.66733467,0.84118986
11.70701403,0.84354728
11.74669339,0.84662760
11.78637275,0.85036563
11.82605210,0.85469603
11.86573146,0.85955535
11.90541082,0.86488379
11.94509018,0.87062672
11.98476954,0.87673576
12.02444890,0.88316955
12.06412826,0.88989408
12.10380762,0.89688254
12.14348697,0.90411490
12.18316633,0.91157703
12.22284569,0.91925961
12.26252505,0.92715671
12.30220441,0.93526429
12.34188377,0.94357861
12.38156313,0.95209463
12.42124248,0.96080449
12.46092184,0.96969617
12.50060120,0.97875238
12.54028056,0.98794976
12.57995992,0.99725829
12.61963928,1.00664115
12.65931864,1.01605490
12.69899800,1.02544990
12.73867735,1.03477118
12.77835671,1.04395941
12.81803607,1.05295220
12.85771543,1.06168547
12.89739479,1.07009493
12.93707415,1.07811756
12.97675351,1.08569304
13.01643287,1.09276506
13.05611222,1.09928249
13.09579158,1.10520032
13.13547094,1.11048037
13.17515030,1.11509176
13.21482966,1.11901111
13.25450902,1.12222257
13.29418838,1.12471752
13.33386774,1.12649416
13.37354709,1.12755696
13.41322645,1.12791599
13.45290581,1.12758613
13.49258517,1.12658643
13.53226453,1.12493932
13.57194389,1.12267004
13.61162325,1.11980608
13.65130261,1.11637676
13.69098196,1.11241297
13.73066132,1.10794699
13.77034068,1.10301246
13.81002004,1.09764444
13.84969940,1.09187958
13.88937876,1.08575621
13.92905812,1.07931460
13.96873747,1.07259707
14.00841683,1.06564806
14.04809619,1.05851416
14.08777555,1.05124393
14.12745491,1.04388765
14.16713427,1.03649692
14.20681363,1.02912405
14.24649299,1.02182143
14.28617234,1.01464069
14.32585170,1.00763185
14.36553106,1.00084233
14.40521042,0.99431607
14.44488978,0.98809261
14.48456914,0.98220626
14.52424850,0.97668541
14.56392786,0.97155198
14.60360721,0.96682104
14.64328657,0.96250069
14.68296593,0.95859211
14.72264529,0.95508985
14.76232465,0.95198233
14.80200401,0.94925251
14.84168337,0.94687880
14.88136273,0.94483599
14.92104208,0.94309637
14.96072144,0.94163079
15.00040080,0.94040985
15.04008016,0.93940486
15.07975952,0.93858888
15.11943888,0.93793750
15.15911824,0.93742949
15.19879760,0.93704731
15.23847695,0.93677736
15.27815631,0.93661001
15.31783567,0.93653954
15.35751503,0.93656377
15.39719439,0.93668363
15.43687375,0.93690254
15.47655311,0.93722580
15.51623246,0.93765979
15.55591182,0.93821134
15.59559118,0.93888699
15.63527054,0.93969237
15.67494990,0.94063174
15.71462926,0.94170760
15.75430862,0.94292038
15.79398798,0.94426845
15.83366733,0.94574808
15.87334669,0.94735371
15.91302605,0.94907820
15.95270541,0.95091327
15.99238477,0.95284995
16.03206413,0.95487910
16.07174349,0.95699189
16.11142285,0.95918028
16.15110220,0.96143741
16.19078156,0.96375790
16.23046092,0.96613809
16.27014028,0.96857605
16.30981964,0.97107158
16.34949900,0.97362599
16.38917836,0.97624181
16.42885772,0.97892239
16.46853707,0.98167142
16.50821643,0.98449236
16.54789579,0.98738795
16.58757515,0.99035962
16.62725451,0.99340703
16.66693387,0.99652761
16.70661323,0.99971628
16.74629259,1.00296519
16.78597194,1.00626371
16.82565130,1.00959843
16.86533066,1.01295340
16.90501002,1.01631044
16.94468938,1.01964958
16.98436874,1.02294959
17.02404810,1.02618859
17.06372745,1.02934466
17.10340681,1.03239645
17.14308617,1.03532383
17.18276553,1.03810841
17.22244489,1.04073398
17.26212425,1.04318692
17.30180361,1.04545636
17.34148297,1.04753433
17.38116232,1.04941573
17.42084168,1.05109813
17.46052104,1.05258155
17.50020040,1.05386804
17.53987976,1.05496127
17.57955912,1.05586599
17.61923848,1.05658757
17.65891784,1.05713146
17.69859719,1.05750271
17.73827655,1.05770560
17.77795591,1.05774332
17.81763527,1.05761771
17.85731463,1.05732922
17.89699399,1.05687687
17.93667335,1.05625842
17.97635271,1.05547057
18.01603206,1.05450933
18.05571142,1.05337037
18.09539078,1.05204951
18.13507014,1.05054319
18.17474950,1.04884890
18.21442886,1.04696567
18.25410822,1.04489441
18.29378758,1.04263826
18.33346693,1.04020276
18.37314629,1.03759601
18.41282565,1.03482863
18.45250501,1.03191369
18.49218437,1.02886646
18.53186373,1.02570416
18.57154309,1.02244550
18.61122244,1.01911034
18.65090180,1.01571912
18.69058116,1.01229249
18.73026052,1.00885075
18.76993988,1.00541349
18.80961924,1.00199920
18.84929860,0.99862498
18.88897796,0.99530634
18.92865731,0.99205709
18.96833667,0.98888929
19.00801603,0.98581337
19.04769539,0.98283824
19.08737475,0.97997155
19.12705411,0.97721991
19.16673347,0.97458921
19.20641283,0.97208494
19.24609218,0.96971247
19.28577154,0.96747731
19.32545090,0.96538529
19.36513026,0.96344276
19.40480962,0.96165662
19.44448898,0.96003430
19.48416834,0.95858368
19.52384770,0.95731288
19.56352705,0.95623007
19.60320641,0.95534311
19.64288577,0.95465924
19.68256513,0.95418472
19.72224449,0.95392445
19.76192385,0.95388165
19.80160321,0.95405758
19.84128257,0.95445127
19.88096192,0.95505938
19.92064128,0.95587614
19.96032064,0.95689336
20.00000000,0.95810053
