r_A,g_r,g_r_error,n_r
0.51375000,0.00000000,0.00034151,0.00000000
0.54125000,0.00000000,0.00030769,0.00000000
0.56875000,0.00000000,0.00027865,0.00000000
0.59625000,0.00000000,0.00025354,0.00000000
0.62375000,0.00000000,0.00023168,0.00000000
0.65125000,0.00000000,0.00021253,0.00000000
0.67875000,0.00000000,0.00019565,0.00000000
0.70625000,0.00000000,0.00018071,0.00000000
0.73375000,0.00000000,0.00016742,0.00000000
0.76125000,0.00000000,0.00015554,0.00000000
0.78875000,0.00000000,0.00014489,0.00000000
0.81625000,0.00000000,0.00013529,0.00000000
0.84375000,0.00000000,0.00012661,0.00000000
0.87125000,0.00011875,0.00011875,0.00000423
0.89875000,0.00000000,0.00011159,0.00000423
0.92625000,0.00000000,0.00010506,0.00000423
0.95375000,0.00000000,0.00009909,0.00000423
0.98125000,0.00000000,0.00009362,0.00000423
1.00875000,0.00000000,0.00008858,0.00000423
1.03625000,0.00000000,0.00008394,0.00000423
1.06375000,0.00000000,0.00007966,0.00000423
1.09125000,0.00000000,0.00007569,0.00000423
1.11875000,0.00014404,0.00010185,0.00001268
1.14625000,0.00000000,0.00006860,0.00001268
1.17375000,0.00000000,0.00006543,0.00001268
1.20125000,0.00012493,0.00008834,0.00002113
1.22875000,0.00011940,0.00008443,0.00002958
1.25625000,0.00011423,0.00008077,0.00003803
1.28375000,0.00169555,0.00030453,0.00016901
1.31125000,0.01929240,0.00100569,0.00172390
1.33875000,0.11180210,0.00237127,0.01111665
1.36625000,0.39505314,0.00436770,0.04568348
1.39375000,0.95644466,0.00666193,0.13277447
1.42125000,1.98152881,0.00940339,0.32039701
1.44875000,3.45564873,0.01218221,0.66038230
1.47625000,4.71513903,0.01396504,1.14206159
1.50375000,5.03009571,0.01416013,1.67523830
1.53125000,4.35751402,0.01294279,2.15417117
1.55875000,3.29850327,0.01106208,2.52984721
1.58625000,2.21796692,0.00891375,2.79144977
1.61375000,1.42978630,0.00703484,2.96598668
1.64125000,0.90924642,0.00551596,3.08079536
1.66875000,0.59924403,0.00440418,3.15901754
1.69625000,0.40390919,0.00355719,3.21349378
1.72375000,0.29826534,0.00300803,3.25503651
1.75125000,0.22351794,0.00256308,3.28716958
1.77875000,0.17401179,0.00222653,3.31297745
1.80625000,0.13018443,0.00189652,3.33288686
1.83375000,0.09567000,0.00160141,3.34796681
1.86125000,0.07790258,0.00142372,3.36061723
1.88875000,0.07345233,0.00136233,3.37290005
1.91625000,0.07894437,0.00139208,3.38648847
1.94375000,0.06661071,0.00126063,3.39828539
1.97125000,0.02379981,0.00074302,3.40262050
1.99875000,0.00437718,0.00031426,3.40344020
2.02625000,0.00155877,0.00018499,3.40374020
2.05375000,0.00117538,0.00015849,3.40397259
2.08125000,0.00120695,0.00015848,3.40421765
2.10875000,0.00125676,0.00015961,3.40447962
2.13625000,0.00562925,0.00033345,3.40568382
2.16375000,0.03213303,0.00078654,3.41273577
2.19125000,0.19792006,0.00192756,3.45728265
2.21875000,0.53394330,0.00312676,3.58049537
2.24625000,0.55650015,0.00315304,3.71211635
2.27375000,0.62904040,0.00331170,3.86455939
2.30125000,0.82524008,0.00374784,4.06941675
2.32875000,1.10205550,0.00427990,4.34956818
2.35625000,1.37402998,0.00472315,4.70715590
2.38375000,1.63953069,0.00509981,5.14385732
2.41125000,1.85962443,0.00536939,5.65067689
2.43875000,2.01239910,0.00552261,6.21171495
2.46625000,2.11895980,0.00560375,6.81585908
2.49375000,2.14811591,0.00557995,7.44205060
2.52125000,2.09731393,0.00545344,8.06699145
2.54875000,2.00721757,0.00527746,8.67820443
2.57625000,1.86484163,0.00503255,9.25838291
2.60375000,1.72474360,0.00478870,9.80649168
2.63125000,1.56444256,0.00451307,10.31421545
2.65875000,1.42632217,0.00426468,10.78684001
2.68625000,1.30541780,0.00403816,11.22839626
2.71375000,1.19876577,0.00383047,11.64222215
2.74125000,1.11127132,0.00365104,12.03365840
2.76875000,1.04515387,0.00350559,12.40922881
2.79625000,0.98995195,0.00337820,12.77206429
2.82375000,0.95212254,0.00328076,13.12793233
2.85125000,0.92518543,0.00320283,13.48050044
2.87875000,0.90181813,0.00313192,13.83082494
2.90625000,0.89982629,0.00309885,14.18708592
2.93375000,0.89369733,0.00305933,14.54764822
2.96125000,0.87505803,0.00299915,14.90734012
2.98875000,0.86116827,0.00294788,15.26792777
3.01625000,0.86474795,0.00292706,15.63670819
3.04375000,0.85058402,0.00287676,16.00609282
3.07125000,0.84738414,0.00284564,16.38076748
3.09875000,0.83992973,0.00280795,16.75882656
3.12625000,0.83951319,0.00278256,17.14343480
3.15375000,0.83265765,0.00274701,17.53164295
3.18125000,0.82943080,0.00271798,17.92512000
3.20875000,0.82505368,0.00268757,18.32331666
3.23625000,0.82938885,0.00267173,18.73049621
3.26375000,0.83113431,0.00265200,19.14549672
3.29125000,0.83921308,0.00264259,19.57162233
3.31875000,0.84208255,0.00262517,20.00638014
3.34625000,0.84933319,0.00261478,20.45217854
3.37375000,0.86144735,0.00261190,20.91179776
3.40125000,0.87493028,0.00261098,21.38625186
3.42875000,0.88882229,0.00261052,21.87606476
3.45625000,0.90625291,0.00261502,22.38352657
3.48375000,0.92967919,0.00262769,22.91242310
3.51125000,0.95383516,0.00264076,23.46366279
3.53875000,0.98592681,0.00266396,24.04240890
3.56625000,1.01508334,0.00268222,24.64756710
3.59375000,1.05856898,0.00271811,25.28842026
3.62125000,1.10216820,0.00275245,25.96591908
3.64875000,1.12774998,0.00276323,26.66971167
3.67625000,1.15549382,0.00277609,27.40172898
3.70375000,1.17942090,0.00278386,28.16012456
3.73125000,1.18891044,0.00277444,28.93601693
3.75875000,1.19300783,0.00275888,29.72610195
3.78625000,1.18828478,0.00273342,30.52461635
3.81375000,1.16812344,0.00269059,31.32102657
3.84125000,1.14389498,0.00264348,32.11220592
3.86875000,1.11219503,0.00258806,32.89251369
3.89625000,1.07214079,0.00252310,33.65545143
3.92375000,1.04057859,0.00246826,34.40641901
3.95125000,1.00349500,0.00240701,35.14081091
3.97875000,0.97552734,0.00235683,35.86470727
4.00625000,0.94408010,0.00230261,36.57498563
4.03375000,0.92568956,0.00226453,37.28102184
4.06125000,0.90984569,0.00222987,37.98446796
4.08875000,0.89532418,0.00219712,38.68609299
4.11625000,0.88693355,0.00217219,39.39052359
4.14375000,0.88702758,0.00215789,40.10447370
4.17125000,0.88520813,0.00214147,40.82644757
4.19875000,0.89565667,0.00213996,41.56660695
4.22625000,0.89667025,0.00212724,42.31734214
4.25375000,0.90678379,0.00212537,43.08645721
4.28125000,0.91386937,0.00211995,43.87163670
4.30875000,0.92107462,0.00211471,44.67320596
4.33625000,0.93473069,0.00211682,45.49707612
4.36375000,0.94503564,0.00211504,46.34062754
4.39125000,0.95318689,0.00211084,47.20221234
4.41875000,0.96088261,0.00210616,48.08166577
4.44625000,0.96937797,0.00210236,48.97997228
4.47375000,0.98102878,0.00210196,49.90035577
4.50125000,0.98629079,0.00209471,50.83708677
4.52875000,0.99954081,0.00209593,51.79803695
4.55625000,1.00529645,0.00208927,52.77629377
4.58375000,1.01650966,0.00208828,53.77743882
4.61125000,1.02384927,0.00208331,54.79794822
4.63875000,1.04004235,0.00208727,55.84699922
4.66625000,1.04558338,0.00208049,56.91418081
4.69375000,1.05728562,0.00207984,58.00606324
4.72125000,1.05946146,0.00206986,59.11305097
4.74875000,1.06649659,0.00206469,60.24040867
4.77625000,1.07148235,0.00205760,61.38619271
4.80375000,1.07443284,0.00204863,62.54840032
4.83125000,1.07582191,0.00203829,63.72547238
4.85875000,1.07402948,0.00202506,64.91399912
4.88625000,1.07253759,0.00201227,66.11434813
4.91375000,1.07074667,0.00199933,67.32621941
4.94125000,1.05983621,0.00197805,68.53920616
4.96875000,1.05610735,0.00196364,69.76141664
4.99625000,1.05229865,0.00194931,70.99273678
5.02375000,1.03930244,0.00192663,72.22227386
5.05125000,1.03066293,0.00190816,73.45497566
5.07875000,1.02434369,0.00189200,74.69349564
5.10625000,1.01386555,0.00187216,75.93265786
5.13375000,1.00701369,0.00185583,77.17673827
5.16125000,0.99726204,0.00183698,78.42200598
5.18875000,0.98613332,0.00181702,79.66653428
5.21625000,0.98414430,0.00180562,80.92175247
5.24375000,0.97548150,0.00178823,82.17907484
5.27125000,0.97310581,0.00177673,83.44652515
5.29875000,0.96653716,0.00176153,84.71858944
5.32625000,0.96747742,0.00175329,86.00514214
5.35375000,0.96141941,0.00173881,87.29687500
5.38125000,0.95794326,0.00172680,88.59719358
5.40875000,0.96145136,0.00172116,89.91564697
5.43625000,0.96313463,0.00171395,91.24987324
5.46375000,0.96414962,0.00170622,92.59905270
5.49125000,0.96498840,0.00169842,93.96303323
5.51875000,0.96734303,0.00169202,95.34407112
5.54625000,0.96995526,0.00168590,96.74267340
5.57375000,0.97333360,0.00168050,98.16009921
5.60125000,0.97826249,0.00167648,99.59879496
5.62875000,0.97994774,0.00166972,101.05415512
5.65625000,0.98592388,0.00166666,102.53273307
5.68375000,0.98622527,0.00165885,104.02617969
5.71125000,0.99044895,0.00165440,105.54057092
5.73875000,0.99486406,0.00165013,107.07639687
5.76625000,0.99857267,0.00164532,108.63275757
5.79375000,1.00334772,0.00164142,110.21151213
5.82125000,1.00807065,0.00163751,111.81279154
5.84875000,1.00821269,0.00162993,113.42946356
5.87625000,1.00899446,0.00162293,115.06263943
5.90375000,1.01329717,0.00161881,116.71816691
5.93125000,1.01576277,0.00161326,118.39321931
5.95875000,1.01520513,0.00160537,120.08291222
5.98625000,1.01663720,0.00159913,121.79064275
