energy_kev,sp3_target,frame_index,step,time_ps,n_atoms,density_atoms_A3,sp_percent,sp2_percent,sp3_percent,defect_percent,mean_coord,elastic_modulus_rel,mean_pe_eV,total_pe_eV,mean_ke_eV,total_ke_eV,max_ke_atom_eV,threshold_cumulative_A,n_displaced_cumulative,max_dr_cumulative_A,mean_dr_cumulative_A,n_displaced_incremental,max_dr_incremental_A
10,20,0,0,0.000000,473344,0.107342,16.839339,65.154518,18.005510,0.000634,3.011649,0.099476,-6.428596,-3042937.321000,0.044615,21118.478760,1886.700000,0.000000,0,0.000000,0.000000,0,0.000000
10,20,1,1242,1.242000,473344,0.107342,16.814621,65.169306,18.013326,0.002746,3.011928,0.099585,-6.427960,-3042636.497845,0.043567,20622.363963,464.515000,0.839196,32,60.291526,4.191136,32,60.291526
10,20,2,4440,4.440000,473344,0.107342,16.711525,65.143532,18.144309,0.000634,3.014315,0.100520,-6.428760,-3043014.955000,0.042323,20033.454920,0.760243,9.716280,11,66.681850,23.029446,23,35.979024
10,20,3,9960,9.960000,473344,0.107342,16.549486,65.190010,18.259870,0.000634,3.017091,0.101613,-6.431729,-3044420.352660,0.042011,19885.701914,0.494709,9.269268,11,66.710410,22.936258,0,2.855920
