k_invA,S_k
7.85811623,0.90098964
7.89779559,0.91796423
7.93747495,0.93471631
7.97715431,0.95116011
8.01683367,0.96722259
8.05651303,0.98284220
8.09619238,0.99796703
8.13587174,1.01255258
8.17555110,1.02655933
8.21523046,1.03995035
8.25490982,1.05268896
8.29458918,1.06473685
8.33426854,1.07605266
8.37394790,1.08659106
8.41362725,1.09630261
8.45330661,1.10513423
8.49298597,1.11303036
8.53266533,1.11993475
8.57234469,1.12579272
8.61202405,1.13055390
8.65170341,1.13417512
8.69138277,1.13662347
8.73106212,1.13787923
8.77074148,1.13793854
8.81042084,1.13681568
8.85010020,1.13454484
8.88977956,1.13118113
8.92945892,1.12680097
8.96913828,1.12150163
9.00881764,1.11540002
9.04849699,1.10863068
9.08817635,1.10134311
9.12785571,1.09369849
9.16753507,1.08586593
9.20721443,1.07801831
9.24689379,1.07032805
9.28657315,1.06296272
9.32625251,1.05608087
9.36593186,1.04982803
9.40561122,1.04433319
9.44529058,1.03970575
9.48496994,1.03603308
9.52464930,1.03337870
9.56432866,1.03178118
9.60400802,1.03125375
9.64368737,1.03178453
9.68336673,1.03333744
9.72304609,1.03585363
9.76272545,1.03925341
9.80240481,1.04343862
9.84208417,1.04829523
9.88176353,1.05369617
9.92144289,1.05950429
9.96112224,1.06557534
10.00080160,1.07176087
10.04048096,1.07791106
10.08016032,1.08387736
10.11983968,1.08951497
10.15951904,1.09468504
10.19919840,1.09925672
10.23887776,1.10310895
10.27855711,1.10613198
10.31823647,1.10822880
10.35791583,1.10931627
10.39759519,1.10932609
10.43727455,1.10820567
10.47695391,1.10591875
10.51663327,1.10244591
10.55631263,1.09778486
10.59599198,1.09195062
10.63567134,1.08497543
10.67535070,1.07690848
10.71503006,1.06781541
10.75470942,1.05777750
10.79438878,1.04689066
10.83406814,1.03526406
10.87374749,1.02301854
10.91342685,1.01028469
10.95310621,0.99720070
10.99278557,0.98390999
11.03246493,0.97055865
11.07214429,0.95729275
11.11182365,0.94425565
11.15150301,0.93158523
11.19118236,0.91941132
11.23086172,0.90785327
11.27054108,0.89701772
11.31022044,0.88699684
11.34989980,0.87786683
11.38957916,0.86968690
11.42925852,0.86249880
11.46893788,0.85632677
11.50861723,0.85117804
11.54829659,0.84704375
11.58797595,0.84390039
11.62765531,0.84171155
11.66733467,0.84043007
11.70701403,0.84000032
11.74669339,0.84036068
11.78637275,0.84144608
11.82605210,0.84319041
11.86573146,0.84552887
11.90541082,0.84840000
11.94509018,0.85174749
11.98476954,0.85552150
12.02444890,0.85967974
12.06412826,0.86418794
12.10380762,0.86901999
12.14348697,0.87415764
12.18316633,0.87958981
12.22284569,0.88531152
12.26252505,0.89132261
12.30220441,0.89762625
12.34188377,0.90422725
12.38156313,0.91113043
12.42124248,0.91833902
12.46092184,0.92585307
12.50060120,0.93366822
12.54028056,0.94177454
12.57995992,0.95015576
12.61963928,0.95878881
12.65931864,0.96764359
12.69899800,0.97668316
12.73867735,0.98586414
12.77835671,0.99513746
12.81803607,1.00444925
12.85771543,1.01374193
12.89739479,1.02295544
12.93707415,1.03202843
12.97675351,1.04089961
13.01643287,1.04950883
13.05611222,1.05779826
13.09579158,1.06571328
13.13547094,1.07320330
13.17515030,1.08022232
13.21482966,1.08672937
13.25450902,1.09268873
13.29418838,1.09806998
13.33386774,1.10284796
13.37354709,1.10700255
13.41322645,1.11051840
13.45290581,1.11338470
13.49258517,1.11559479
13.53226453,1.11714593
13.57194389,1.11803910
13.61162325,1.11827878
13.65130261,1.11787293
13.69098196,1.11683299
13.73066132,1.11517395
13.77034068,1.11291453
13.81002004,1.11007736
13.84969940,1.10668915
13.88937876,1.10278092
13.92905812,1.09838810
13.96873747,1.09355057
14.00841683,1.08831264
14.04809619,1.08272278
14.08777555,1.07683330
14.12745491,1.07069986
14.16713427,1.06438072
14.20681363,1.05793598
14.24649299,1.05142660
14.28617234,1.04491330
14.32585170,1.03845546
14.36553106,1.03210996
14.40521042,1.02593002
14.44488978,1.01996412
14.48456914,1.01425503
14.52424850,1.00883896
14.56392786,1.00374495
14.60360721,0.99899442
14.64328657,0.99460095
14.68296593,0.99057037
14.72264529,0.98690100
14.76232465,0.98358418
14.80200401,0.98060498
14.84168337,0.97794311
14.88136273,0.97557391
14.92104208,0.97346954
14.96072144,0.97160007
15.00040080,0.96993472
15.04008016,0.96844292
15.07975952,0.96709537
15.11943888,0.96586493
15.15911824,0.96472734
15.19879760,0.96366177
15.23847695,0.96265120
15.27815631,0.96168253
15.31783567,0.96074660
15.35751503,0.95983794
15.39719439,0.95895446
15.43687375,0.95809690
15.47655311,0.95726837
15.51623246,0.95647367
15.55591182,0.95571871
15.59559118,0.95500990
15.63527054,0.95435369
15.67494990,0.95375605
15.71462926,0.95322221
15.75430862,0.95275639
15.79398798,0.95236180
15.83366733,0.95204059
15.87334669,0.95179408
15.91302605,0.95162293
15.95270541,0.95152751
15.99238477,0.95150822
16.03206413,0.95156587
16.07174349,0.95170203
16.11142285,0.95191930
16.15110220,0.95222160
16.19078156,0.95261423
16.23046092,0.95310396
16.27014028,0.95369891
16.30981964,0.95440838
16.34949900,0.95524250
16.38917836,0.95621188
16.42885772,0.95732706
16.46853707,0.95859805
16.50821643,0.96003375
16.54789579,0.96164139
16.58757515,0.96342607
16.62725451,0.96539025
16.66693387,0.96753351
16.70661323,0.96985220
16.74629259,0.97233945
16.78597194,0.97498509
16.82565130,0.97777592
16.86533066,0.98069595
16.90501002,0.98372681
16.94468938,0.98684831
16.98436874,0.99003899
17.02404810,0.99327673
17.06372745,0.99653945
17.10340681,0.99980568
17.14308617,1.00305515
17.18276553,1.00626932
17.22244489,1.00943170
17.26212425,1.01252821
17.30180361,1.01554730
17.34148297,1.01847994
17.38116232,1.02131957
17.42084168,1.02406180
17.46052104,1.02670410
17.50020040,1.02924540
17.53987976,1.03168557
17.57955912,1.03402493
17.61923848,1.03626373
17.65891784,1.03840169
17.69859719,1.04043753
17.73827655,1.04236868
17.77795591,1.04419100
17.81763527,1.04589863
17.85731463,1.04748404
17.89699399,1.04893806
17.93667335,1.05025013
17.97635271,1.05140863
18.01603206,1.05240127
18.05571142,1.05321555
18.09539078,1.05383928
18.13507014,1.05426106
18.17474950,1.05447078
18.21442886,1.05446010
18.25410822,1.05422278
18.29378758,1.05375502
18.33346693,1.05305565
18.37314629,1.05212620
18.41282565,1.05097091
18.45250501,1.04959660
18.49218437,1.04801242
18.53186373,1.04622960
18.57154309,1.04426103
18.61122244,1.04212090
18.65090180,1.03982421
18.69058116,1.03738642
18.73026052,1.03482299
18.76993988,1.03214909
18.80961924,1.02937925
18.84929860,1.02652725
18.88897796,1.02360589
18.92865731,1.02062708
18.96833667,1.01760180
19.00801603,1.01454030
19.04769539,1.01145227
19.08737475,1.00834710
19.12705411,1.00523416
19.16673347,1.00212307
19.20641283,0.99902398
19.24609218,0.99594781
19.28577154,0.99290641
19.32545090,0.98991269
19.36513026,0.98698064
19.40480962,0.98412525
19.44448898,0.98136240
19.48416834,0.97870860
19.52384770,0.97618068
19.56352705,0.97379542
19.60320641,0.97156910
19.64288577,0.96951712
19.68256513,0.96765349
19.72224449,0.96599041
19.76192385,0.96453791
19.80160321,0.96330350
19.84128257,0.96229192
19.88096192,0.96150500
19.92064128,0.96094161
19.96032064,0.96059767
20.00000000,0.96046638
