k_invA,S_k
0.20000000,0.59683910
0.23967936,0.59557387
0.27935872,0.59420831
0.31903808,0.59280210
0.35871743,0.59142123
0.39839679,0.59013693
0.43807615,0.58902450
0.47775551,0.58816216
0.51743487,0.58762979
0.55711423,0.58750765
0.59679359,0.58787504
0.63647295,0.58880897
0.67615230,0.59038269
0.71583166,0.59266424
0.75551102,0.59571493
0.79519038,0.59958776
0.83486974,0.60432580
0.87454910,0.60996053
0.91422846,0.61651028
0.95390782,0.62397861
0.99358717,0.63235287
1.03326653,0.64160293
1.07294589,0.65168017
1.11262525,0.66251677
1.15230461,0.67402547
1.19198397,0.68609981
1.23166333,0.69861497
1.27134269,0.71142923
1.31102204,0.72438613
1.35070140,0.73731731
1.39038076,0.75004614
1.43006012,0.76239184
1.46973948,0.77417432
1.50941884,0.78521940
1.54909820,0.79536435
1.58877756,0.80446355
1.62845691,0.81239410
1.66813627,0.81906105
1.70781563,0.82440216
1.74749499,0.82839185
1.78717435,0.83104405
1.82685371,0.83241401
1.86653307,0.83259852
1.90621242,0.83173479
1.94589178,0.82999763
1.98557114,0.82759509
2.02525050,0.82476259
2.06492986,0.82175556
2.10460922,0.81884098
2.14428858,0.81628790
2.18396794,0.81435740
2.22364729,0.81329221
2.26332665,0.81330660
2.30300601,0.81457673
2.34268537,0.81723202
2.38236473,0.82134794
2.42204409,0.82694049
2.46172345,0.83396280
2.50140281,0.84230398
2.54108216,0.85179043
2.58076152,0.86218968
2.62044088,0.87321664
2.66012024,0.88454219
2.69979960,0.89580378
2.73947896,0.90661776
2.77915832,0.91659294
2.81883768,0.92534492
2.85851703,0.93251057
2.89819639,0.93776218
2.93787575,0.94082059
2.97755511,0.94146681
3.01723447,0.93955159
3.05691383,0.93500249
3.09659319,0.92782816
3.13627255,0.91811951
3.17595190,0.90604776
3.21563126,0.89185931
3.25531062,0.87586767
3.29498998,0.85844266
3.33466934,0.83999737
3.37434870,0.82097342
3.41402806,0.80182495
3.45370741,0.78300230
3.49338677,0.76493584
3.53306613,0.74802072
3.57274549,0.73260324
3.61242485,0.71896952
3.65210421,0.70733675
3.69178357,0.69784772
3.73146293,0.69056868
3.77114228,0.68549080
3.81082164,0.68253505
3.85050100,0.68156043
3.89018036,0.68237515
3.92985972,0.68475023
3.96953908,0.68843494
4.00921844,0.69317339
4.04889780,0.69872150
4.08857715,0.70486339
4.12825651,0.71142672
4.16793587,0.71829579
4.20761523,0.72542209
4.24729459,0.73283150
4.28697395,0.74062776
4.32665331,0.74899198
4.36633267,0.75817796
4.40601202,0.76850353
4.44569138,0.78033806
4.48537074,0.79408663
4.52505010,0.81017147
4.56472946,0.82901130
4.60440882,0.85099957
4.64408818,0.87648235
4.68376754,0.90573689
4.72344689,0.93895184
4.76312625,0.97620993
4.80280561,1.01747396
4.84248497,1.06257680
4.88216433,1.11121601
4.92184369,1.16295324
4.96152305,1.21721884
5.00120240,1.27332144
5.04088176,1.33046240
5.08056112,1.38775461
5.12024048,1.44424513
5.15991984,1.49894073
5.19959920,1.55083569
5.23927856,1.59894060
5.27895792,1.64231134
5.31863727,1.68007708
5.35831663,1.71146636
5.39799599,1.73583018
5.43767535,1.75266146
5.47735471,1.76161000
5.51703407,1.76249257
5.55671343,1.75529767
5.59639279,1.74018491
5.63607214,1.71747909
5.67575150,1.68765917
5.71543086,1.65134269
5.75511022,1.60926619
5.79478958,1.56226238
5.83446894,1.51123497
5.87414830,1.45713209
5.91382766,1.40091921
5.95350701,1.34355254
5.99318637,1.28595389
6.03286573,1.22898765
6.07254509,1.17344081
6.11222445,1.12000647
6.15190381,1.06927132
6.19158317,1.02170730
6.23126253,0.97766764
6.27094188,0.93738706
6.31062124,0.90098598
6.35030060,0.86847840
6.38997996,0.83978276
6.42965932,0.81473540
6.46933868,0.79310580
6.50901804,0.77461296
6.54869739,0.75894214
6.58837675,0.74576136
6.62805611,0.73473699
6.66773547,0.72554774
6.70741483,0.71789687
6.74709419,0.71152193
6.78677355,0.70620205
6.82645291,0.70176258
6.86613226,0.69807700
6.90581162,0.69506646
6.94549098,0.69269691
6.98517034,0.69097436
7.02484970,0.68993848
7.06452906,0.68965514
7.10420842,0.69020814
7.14388778,0.69169083
7.18356713,0.69419776
7.22324649,0.69781705
7.26292585,0.70262361
7.30260521,0.70867349
7.34228457,0.71599973
7.38196393,0.72460959
7.42164329,0.73448332
7.46132265,0.74557437
7.50100200,0.75781097
7.54068136,0.77109886
7.58036072,0.78532487
7.62004008,0.80036123
7.65971944,0.81607029
7.69939880,0.83230920
7.73907816,0.84893462
7.77875752,0.86580684
7.81843687,0.88279343
7.85811623,0.89977210
7.89779559,0.91663264
7.93747495,0.93327803
7.97715431,0.94962467
8.01683367,0.96560175
8.05651303,0.98114986
8.09619238,0.99621916
8.13587174,1.01076701
8.17555110,1.02475551
8.21523046,1.03814894
8.25490982,1.05091146
8.29458918,1.06300507
8.33426854,1.07438817
8.37394790,1.08501465
8.41362725,1.09483368
8.45330661,1.10379023
8.49298597,1.11182624
8.53266533,1.11888250
8.57234469,1.12490096
8.61202405,1.12982758
8.65170341,1.13361537
8.69138277,1.13622753
8.73106212,1.13764053
8.77074148,1.13784691
8.81042084,1.13685772
8.85010020,1.13470434
8.88977956,1.13143967
8.92945892,1.12713850
8.96913828,1.12189721
9.00881764,1.11583247
9.04849699,1.10907930
9.08817635,1.10178837
9.12785571,1.09412260
9.16753507,1.08625335
9.20721443,1.07835621
9.24689379,1.07060656
9.28657315,1.06317510
9.32625251,1.05622350
9.36593186,1.04990038
9.40561122,1.04433753
9.44529058,1.03964686
9.48496994,1.03591780
9.52464930,1.03321548
9.56432866,1.03157957
9.60400802,1.03102387
9.64368737,1.03153656
9.68336673,1.03308118
9.72304609,1.03559809
9.76272545,1.03900654
9.80240481,1.04320704
9.84208417,1.04808417
9.88176353,1.05350945
9.92144289,1.05934443
9.96112224,1.06544372
10.00080160,1.07165803
10.04048096,1.07783699
10.08016032,1.08383186
10.11983968,1.08949798
10.15951904,1.09469700
10.19919840,1.09929887
