energy_kev,sp3_target,frame_index,step,time_ps,n_atoms,density_atoms_A3,sp_percent,sp2_percent,sp3_percent,defect_percent,mean_coord,elastic_modulus_rel,mean_pe_eV,total_pe_eV,mean_ke_eV,total_ke_eV,max_ke_atom_eV,threshold_cumulative_A,n_displaced_cumulative,max_dr_cumulative_A,mean_dr_cumulative_A,n_displaced_incremental,max_dr_incremental_A
25,20,0,0,0.000000,473344,0.107342,16.839339,65.154518,18.005510,0.000634,3.011649,0.099476,-6.428596,-3042937.321000,0.050594,23948.538760,4716.760000,0.000000,0,0.000000,0.000000,0,0.000000
25,20,1,27,0.027000,473344,0.107342,16.833001,65.156630,18.009312,0.001056,3.011742,0.099512,-6.428562,-3042921.434110,0.050553,23928.788055,4699.450000,0.016058,3,1.349671,0.461174,3,1.349671
25,20,2,54,0.054000,473344,0.107342,16.828564,65.155785,18.014594,0.001056,3.011848,0.099553,-6.428414,-3042851.102470,0.050397,23854.960715,4618.030000,0.031049,3,2.697449,0.921697,1,1.347786
25,20,3,81,0.081000,473344,0.107342,16.831311,65.153461,18.013538,0.001690,3.011822,0.099543,-6.428522,-3042902.514020,0.050495,23901.384824,4651.040000,0.045257,4,4.048380,1.050433,5,1.350945
25,20,4,108,0.108000,473344,0.107342,16.828776,65.148814,18.021143,0.001268,3.011915,0.099580,-6.428589,-3042933.973300,0.050553,23929.123852,4653.680000,0.062931,4,5.397070,1.405195,6,1.348919
25,20,5,135,0.135000,473344,0.107342,16.827086,65.143955,18.027904,0.001056,3.011987,0.099608,-6.428702,-3042987.638760,0.050661,23979.886296,4686.030000,0.075977,6,6.747513,1.204672,6,1.351232
25,20,6,162,0.162000,473344,0.107342,16.828142,65.136138,18.034664,0.001056,3.012042,0.099629,-6.428746,-3043008.370826,0.050701,23998.808526,4687.310000,0.091728,6,8.097045,1.456716,6,1.350070
25,20,7,189,0.189000,473344,0.107342,16.826029,65.139095,18.033819,0.001056,3.012055,0.099634,-6.428782,-3043025.162988,0.050730,24012.903646,4686.660000,0.105649,6,9.446643,1.708228,6,1.349982
25,20,8,216,0.216000,473344,0.107342,16.823917,65.136772,18.038255,0.001056,3.012122,0.099661,-6.428813,-3043040.275890,0.050756,24024.875109,4687.300000,0.121682,6,10.796357,1.959062,6,1.350007
25,20,9,243,0.243000,473344,0.107342,16.819903,65.143321,18.035932,0.000845,3.012152,0.099672,-6.428779,-3043024.199516,0.050717,24006.401821,4660.120000,0.133702,6,12.145576,2.209061,6,1.349436
25,20,10,270,0.270000,473344,0.107342,16.820536,65.146912,18.031073,0.001479,3.012110,0.099656,-6.428767,-3043018.275547,0.050696,23996.464066,4646.460000,0.153993,6,13.494801,2.458062,6,1.349412
25,20,11,297,0.297000,473344,0.107342,16.815466,65.150715,18.032763,0.001056,3.012169,0.099679,-6.428733,-3043002.405590,0.050658,23978.657407,4623.720000,0.169203,6,14.843946,2.705759,4,1.349204
25,20,12,324,0.324000,473344,0.107342,16.814621,65.147123,18.037410,0.000845,3.012219,0.099699,-6.428736,-3043003.825740,0.050656,23977.917491,4617.630000,0.177363,6,16.192458,2.951935,8,1.348955
25,20,13,351,0.351000,473344,0.107342,16.814621,65.153884,18.030650,0.000845,3.012143,0.099669,-6.428855,-3043060.087632,0.050773,24032.992376,4674.320000,0.194882,6,17.542792,3.196930,4,1.352163
25,20,14,378,0.378000,473344,0.107342,16.818001,65.160222,18.020932,0.000845,3.012012,0.099618,-6.428848,-3043056.723340,0.050753,24023.782865,4675.380000,0.204281,6,18.891172,3.440384,4,1.349999
25,20,15,405,0.405000,473344,0.107342,16.820325,65.153673,18.025368,0.000634,3.012038,0.099628,-6.428635,-3042955.953880,0.050541,23923.071658,4575.840000,0.284059,4,20.236267,5.401917,4,1.347097
25,20,16,432,0.432000,473344,0.107342,16.820114,65.154306,18.024735,0.000845,3.012038,0.099628,-6.428706,-3042989.485987,0.050605,23953.501732,4601.700000,0.312118,4,21.584420,5.757111,6,1.350310
25,20,17,459,0.459000,473344,0.107342,16.822438,65.155996,18.020721,0.000845,3.011974,0.099603,-6.428742,-3043006.650790,0.050633,23966.962061,4625.360000,0.235283,8,22.934477,3.191890,6,1.350692
25,20,18,486,0.486000,473344,0.107342,16.822649,65.163179,18.013326,0.000845,3.011898,0.099573,-6.428717,-3042994.649610,0.050602,23952.365169,4620.010000,0.246630,8,24.284208,3.381270,6,1.350108
25,20,19,513,0.513000,473344,0.107342,16.820114,65.168461,18.010369,0.001056,3.011898,0.099573,-6.428684,-3042979.097070,0.050560,23932.333861,4608.370000,0.270991,8,25.632824,3.568994,8,1.349347
25,20,20,540,0.540000,473344,0.107342,16.823917,65.169306,18.005721,0.001056,3.011814,0.099540,-6.428516,-3042899.516183,0.050388,23851.014262,4528.510000,0.270991,9,26.979323,3.371626,11,1.347340
25,20,21,567,0.567000,473344,0.107342,16.826029,65.173320,17.999806,0.000845,3.011729,0.099507,-6.427781,-3042551.712150,0.049644,23498.819708,4159.970000,0.284059,10,28.324996,3.218214,10,1.346022
25,20,22,594,0.594000,473344,0.107342,16.819480,65.182616,17.997059,0.000845,3.011767,0.099522,-6.428684,-3042978.913210,0.050538,23921.699666,4249.010000,0.297758,11,29.631775,3.099425,11,1.349157
25,20,23,621,0.621000,473344,0.107342,16.818001,65.180926,17.999806,0.001268,3.011810,0.099539,-6.428664,-3042969.309018,0.050512,23909.610158,4252.140000,0.312118,11,30.928195,3.268856,11,1.350259
25,20,24,648,0.648000,473344,0.107342,16.815255,65.182827,18.000862,0.001056,3.011852,0.099555,-6.428510,-3042896.574700,0.050353,23834.452198,4202.950000,0.342947,11,32.226625,3.436364,13,1.348863
25,20,25,675,0.675000,473344,0.107342,16.822438,65.177123,17.999172,0.001268,3.011767,0.099522,-6.428543,-3042912.307035,0.050383,23848.699008,4220.760000,0.414043,8,33.529073,4.812437,21,1.350116
25,20,26,702,0.702000,473344,0.107342,16.821804,65.172052,18.005298,0.000845,3.011818,0.099542,-6.428593,-3042935.993130,0.050426,23868.610101,4233.850000,0.434010,8,34.833922,5.034227,18,1.349983
25,20,27,729,0.729000,473344,0.107342,16.820114,65.171630,18.006989,0.001268,3.011860,0.099558,-6.428572,-3042925.988363,0.050403,23858.147735,4248.670000,0.454940,7,36.141977,5.939694,12,1.350673
25,20,28,756,0.756000,473344,0.107342,16.824762,65.168250,18.005721,0.001268,3.011801,0.099535,-6.428483,-3042883.752690,0.050312,23814.741229,4239.500000,0.359486,15,37.452399,3.103210,10,1.349698
25,20,29,783,0.783000,473344,0.107342,16.829832,65.165715,18.003608,0.000845,3.011721,0.099504,-6.428548,-3042914.635230,0.050374,23844.318921,4249.520000,0.376822,15,38.766676,3.230620,10,1.350201
25,20,30,810,0.810000,473344,0.107342,16.829621,65.169517,17.999594,0.001268,3.011691,0.099492,-6.428587,-3042933.014823,0.050414,23863.052911,4245.080000,0.376822,17,40.083971,3.015403,17,1.349937
25,20,31,837,0.837000,473344,0.107342,16.826874,65.174165,17.997693,0.001268,3.011700,0.099496,-6.428559,-3042919.612136,0.050382,23847.914657,4220.720000,0.394994,17,41.403577,3.138673,16,1.349510
25,20,32,864,0.864000,473344,0.107342,16.822649,65.175010,18.001073,0.001268,3.011776,0.099525,-6.428553,-3042916.975654,0.050371,23842.737753,4217.610000,0.394994,18,42.725219,3.103933,30,1.349534
25,20,33,891,0.891000,473344,0.107342,16.822438,65.175433,18.000862,0.001268,3.011776,0.099525,-6.428493,-3042888.635600,0.050306,23811.860952,4196.340000,0.414043,18,44.046650,3.221468,30,1.349495
25,20,34,918,0.918000,473344,0.107342,16.827719,65.169095,18.001496,0.001690,3.011738,0.099510,-6.428275,-3042785.213455,0.050081,23705.685801,4091.300000,0.414043,18,45.361893,3.337879,35,1.348098
25,20,35,945,0.945000,473344,0.107342,16.822860,65.169306,18.005932,0.001901,3.011843,0.099552,-6.428538,-3042910.078629,0.050344,23830.126304,4144.780000,0.434010,18,46.674046,3.454052,23,1.346069
25,20,36,972,0.972000,473344,0.107342,16.825184,65.170362,18.002763,0.001690,3.011776,0.099525,-6.428557,-3042918.869659,0.050357,23836.305151,4163.930000,0.476880,15,47.990356,4.193877,20,1.350825
25,20,37,999,0.999000,473344,0.107342,16.821804,65.182616,17.994313,0.001268,3.011717,0.099502,-6.428513,-3042898.264620,0.050308,23812.756365,4168.980000,0.763756,7,49.309219,8.650819,20,1.350218
25,20,38,1026,1.026000,473344,0.107342,16.825395,65.178602,17.994524,0.001479,3.011679,0.099487,-6.428395,-3042842.074120,0.050181,23752.722546,4140.380000,0.839196,7,50.629694,8.928952,13,1.349431
25,20,39,1053,1.053000,473344,0.107342,16.831100,65.174799,17.992623,0.001479,3.011603,0.099458,-6.428112,-3042708.266480,0.049892,23616.053198,4012.850000,0.800588,8,51.953337,8.164857,43,1.347246
25,20,40,1080,1.080000,473344,0.107342,16.827719,65.176700,17.994102,0.001479,3.011649,0.099476,-6.428373,-3042831.713916,0.050147,23736.862597,4111.040000,0.839196,8,53.293103,8.424939,45,1.350835
25,20,41,1107,1.107000,473344,0.107342,16.830255,65.177968,17.990299,0.001479,3.011577,0.099448,-6.428366,-3042828.562539,0.050145,23736.057330,4085.740000,0.879667,8,54.632582,8.682168,22,1.349419
25,20,42,1134,1.134000,473344,0.107342,16.830677,65.183461,17.984383,0.001479,3.011514,0.099423,-6.428468,-3042876.920764,0.050249,23784.837993,4107.830000,0.879667,8,55.970612,8.938326,22,1.350192
25,20,43,1161,1.161000,473344,0.107342,16.830255,65.183249,17.985229,0.001268,3.011522,0.099426,-6.428461,-3042873.239046,0.050232,23776.988846,4096.070000,0.922089,8,57.306236,9.193212,10,1.349553
25,20,44,1188,1.188000,473344,0.107342,16.836592,65.173109,17.988397,0.001901,3.011488,0.099413,-6.428549,-3042914.885185,0.050313,23815.182424,4139.290000,0.922089,8,58.641733,9.446625,30,1.351197
25,20,45,1215,1.215000,473344,0.107342,16.837437,65.177545,17.983116,0.001901,3.011438,0.099393,-6.428487,-3042885.770535,0.050244,23782.727585,4111.880000,0.922089,8,59.975927,9.698564,40,1.349378
25,20,46,1242,1.242000,473344,0.107342,16.831100,65.179024,17.987975,0.001901,3.011548,0.099436,-6.428514,-3042898.421285,0.050266,23793.211831,4119.710000,0.632610,17,61.311059,5.057818,39,1.349988
25,20,47,1269,1.269000,473344,0.107342,16.830888,65.179235,17.988186,0.001690,3.011539,0.099433,-6.428546,-3042913.672975,0.050291,23804.847330,4136.220000,1.062029,8,62.647027,10.201042,8,1.350459
25,20,48,1296,1.296000,473344,0.107342,16.828564,65.173109,17.996425,0.001901,3.011641,0.099473,-6.428530,-3042905.955340,0.050270,23795.143231,4138.120000,0.839196,12,63.982889,7.277987,8,1.350040
25,20,49,1323,1.323000,473344,0.107342,16.828987,65.170151,17.998538,0.002324,3.011666,0.099482,-6.428448,-3042867.311838,0.050184,23754.169809,4108.460000,0.879667,12,65.318260,7.472600,38,1.349173
25,20,50,1350,1.350000,473344,0.107342,16.820536,65.170362,18.006989,0.002113,3.011831,0.099547,-6.428350,-3042820.879400,0.050084,23706.837129,4050.880000,0.922089,12,66.650406,7.665429,38,1.347566
25,20,51,1377,1.377000,473344,0.107342,16.826241,65.160644,18.011003,0.002113,3.011822,0.099543,-6.428454,-3042870.365574,0.050190,23757.083896,4088.440000,0.966557,12,67.980903,7.856288,38,1.351329
25,20,52,1404,1.404000,473344,0.107342,16.827719,65.158532,18.012059,0.001690,3.011818,0.099542,-6.428355,-3042823.079320,0.050082,23706.215527,4028.670000,1.013169,12,69.307961,8.045646,10,1.348834
25,20,53,1431,1.431000,473344,0.107342,16.827719,65.161067,18.009524,0.001690,3.011793,0.099532,-6.428503,-3042893.215920,0.050227,23774.640431,3995.140000,1.062029,12,70.602438,8.232805,11,1.342649
