k_invA,S_k
0.20000000,0.59641749
0.23967936,0.59547905
0.27935872,0.59446991
0.31903808,0.59343736
0.35871743,0.59243461
0.39839679,0.59152027
0.43807615,0.59075765
0.47775551,0.59021408
0.51743487,0.58996004
0.55711423,0.59006826
0.59679359,0.59061257
0.63647295,0.59166676
0.67615230,0.59330315
0.71583166,0.59559110
0.75551102,0.59859534
0.79519038,0.60237414
0.83486974,0.60697738
0.87454910,0.61244458
0.91422846,0.61880281
0.95390782,0.62606472
0.99358717,0.63422665
1.03326653,0.64326692
1.07294589,0.65314445
1.11262525,0.66379774
1.15230461,0.67514434
1.19198397,0.68708096
1.23166333,0.69948419
1.27134269,0.71221198
1.31102204,0.72510589
1.35070140,0.73799413
1.39038076,0.75069534
1.43006012,0.76302314
1.46973948,0.77479124
1.50941884,0.78581904
1.54909820,0.79593754
1.58877756,0.80499541
1.62845691,0.81286485
1.66813627,0.81944721
1.70781563,0.82467788
1.74749499,0.82853043
1.78717435,0.83101957
1.82685371,0.83220289
1.86653307,0.83218106
1.90621242,0.83109648
1.94589178,0.82913029
1.98557114,0.82649770
2.02525050,0.82344178
2.06492986,0.82022577
2.10460922,0.81712426
2.14428858,0.81441334
2.18396794,0.81236024
2.22364729,0.81121269
2.26332665,0.81118851
2.30300601,0.81246588
2.34268537,0.81517455
2.38236473,0.81938862
2.42204409,0.82512112
2.46172345,0.83232067
2.50140281,0.84087057
2.54108216,0.85059035
2.58076152,0.86123990
2.62044088,0.87252603
2.66012024,0.88411140
2.69979960,0.89562550
2.73947896,0.90667725
2.77915832,0.91686883
2.81883768,0.92581032
2.85851703,0.93313433
2.89819639,0.93851027
2.93787575,0.94165755
2.97755511,0.94235722
3.01723447,0.94046145
3.05691383,0.93590045
3.09659319,0.92868662
3.13627255,0.91891544
3.17595190,0.90676329
3.21563126,0.89248206
3.25531062,0.87639077
3.29498998,0.85886453
3.33466934,0.84032125
3.37434870,0.82120665
3.41402806,0.80197815
3.45370741,0.78308837
3.49338677,0.76496892
3.53306613,0.74801513
3.57274549,0.73257251
3.61242485,0.71892542
3.65210421,0.70728857
3.69178357,0.69780167
3.73146293,0.69052751
3.77114228,0.68545365
3.81082164,0.68249751
3.85050100,0.68151486
3.89018036,0.68231116
3.92985972,0.68465534
