energy_kev,sp3_target,frame_index,step,time_ps,n_atoms,density_atoms_A3,sp_percent,sp2_percent,sp3_percent,defect_percent,mean_coord,elastic_modulus_rel,mean_pe_eV,total_pe_eV,mean_ke_eV,total_ke_eV,max_ke_atom_eV,threshold_cumulative_A,n_displaced_cumulative,max_dr_cumulative_A,mean_dr_cumulative_A,n_displaced_incremental,max_dr_incremental_A
20,20,0,0,0.000000,473344,0.107342,16.839339,65.154518,18.005510,0.000634,3.011649,0.099476,-6.428596,-3042937.321000,0.048601,23005.188760,3773.410000,0.000000,0,0.000000,0.000000,0,0.000000
20,20,1,27,0.027000,473344,0.107342,16.833001,65.156208,18.009735,0.001056,3.011746,0.099514,-6.428564,-3042922.119470,0.048559,22985.280789,3756.100000,0.017644,3,1.349597,0.462473,3,1.349597
20,20,2,54,0.054000,473344,0.107342,16.831733,65.154518,18.012693,0.001056,3.011797,0.099534,-6.428422,-3042854.944730,0.048412,22915.315154,3674.760000,0.035761,3,2.696808,0.924115,1,1.347225
20,20,3,81,0.081000,473344,0.107342,16.830888,65.151771,18.015650,0.001690,3.011848,0.099553,-6.428537,-3042909.440832,0.048515,22964.409845,3706.240000,0.052125,4,4.047908,1.055980,5,1.351119
20,20,4,108,0.108000,473344,0.107342,16.831945,65.139518,18.027270,0.001268,3.011945,0.099591,-6.428612,-3042945.116800,0.048586,22997.850556,3707.090000,0.091728,2,5.396081,2.751849,4,1.348547
20,20,5,135,0.135000,473344,0.107342,16.828353,65.139307,18.031284,0.001056,3.012008,0.099616,-6.428730,-3043000.998780,0.048698,23051.050492,3738.520000,0.087508,6,6.746331,1.220070,4,1.351501
20,20,6,162,0.162000,473344,0.107342,16.827508,65.138250,18.033185,0.001056,3.012034,0.099626,-6.428777,-3043022.847106,0.048739,23070.488859,3739.640000,0.100788,6,8.095574,1.477820,4,1.350094
20,20,7,189,0.189000,473344,0.107342,16.826029,65.136983,18.035932,0.001056,3.012076,0.099642,-6.428811,-3043039.106366,0.048764,23081.977098,3739.040000,0.121682,6,9.444946,1.734769,4,1.349980
20,20,8,216,0.216000,473344,0.107342,16.825607,65.139941,18.033608,0.000845,3.012063,0.099638,-6.428838,-3043051.806590,0.048784,23091.793708,3739.450000,0.133702,6,10.794467,1.990710,6,1.349989
20,20,9,243,0.243000,473344,0.107342,16.817579,65.144166,18.037410,0.000845,3.012190,0.099687,-6.428800,-3043033.684342,0.048738,23070.063096,3713.640000,0.153993,6,12.143467,2.245125,6,1.349350
20,20,10,270,0.270000,473344,0.107342,16.816945,65.145222,18.036354,0.001479,3.012198,0.099690,-6.428771,-3043020.398139,0.048706,23054.819297,3696.390000,0.169203,6,13.492307,2.497891,6,1.349120
20,20,11,297,0.297000,473344,0.107342,16.812297,65.148180,18.038467,0.001056,3.012257,0.099713,-6.428706,-3042989.278530,0.048630,23018.635567,3658.950000,0.185917,6,14.840636,2.749051,4,1.348388
20,20,12,324,0.324000,473344,0.107342,16.816522,65.153673,18.029171,0.000634,3.012114,0.099657,-6.428754,-3043012.112060,0.048668,23036.927229,3677.660000,0.194882,6,16.189295,2.999008,9,1.349726
20,20,13,351,0.351000,473344,0.107342,16.822227,65.153461,18.023467,0.000845,3.011996,0.099611,-6.428839,-3043052.426692,0.048745,23072.971179,3722.890000,0.214132,6,17.538589,3.247594,6,1.352134
20,20,14,378,0.378000,473344,0.107342,16.822649,65.158109,18.018397,0.000845,3.011941,0.099590,-6.428825,-3043045.922430,0.048727,23064.520648,3724.250000,0.312118,4,18.886127,5.114707,4,1.350027
20,20,15,405,0.405000,473344,0.107342,16.822649,65.155363,18.021354,0.000634,3.011974,0.099603,-6.428642,-3042959.171680,0.048534,22973.334478,3644.050000,0.235283,7,20.230935,3.244839,6,1.347512
20,20,16,432,0.432000,473344,0.107342,16.824339,65.165081,18.009946,0.000634,3.011843,0.099552,-6.428666,-3042970.470361,0.048551,22981.092458,3612.450000,0.258523,7,21.577659,3.461193,8,1.347247
20,20,17,459,0.459000,473344,0.107342,16.823072,65.170785,18.005298,0.000845,3.011814,0.099540,-6.428723,-3042997.268910,0.048604,23006.286454,3648.280000,0.270991,8,22.928302,3.253453,7,1.351455
20,20,18,486,0.486000,473344,0.107342,16.822438,65.176278,18.000439,0.000845,3.011772,0.099524,-6.428685,-3042979.500260,0.048566,22988.390193,3642.670000,0.284059,9,24.277631,3.104964,11,1.350102
20,20,19,513,0.513000,473344,0.107342,16.825818,65.178179,17.994947,0.001056,3.011687,0.099491,-6.428639,-3042957.589861,0.048511,22962.607158,3630.730000,0.359486,7,25.626408,4.133900,14,1.349314
20,20,20,540,0.540000,473344,0.107342,16.822438,65.181982,17.994524,0.001056,3.011717,0.099502,-6.428488,-3042886.259890,0.048360,22891.040193,3559.820000,0.394994,7,26.972944,4.359681,13,1.347206
20,20,21,567,0.567000,473344,0.107342,16.815677,65.186207,17.997059,0.001056,3.011810,0.099539,-6.428196,-3042748.202950,0.048063,22750.228778,3409.470000,0.327169,10,28.318341,3.311434,19,1.347914
20,20,22,594,0.594000,473344,0.107342,16.818635,65.184517,17.995792,0.001056,3.011767,0.099522,-6.428605,-3042941.777084,0.048470,22942.994432,3531.780000,0.434010,7,29.648746,4.795196,21,1.351244
20,20,23,621,0.621000,473344,0.107342,16.818001,65.180080,18.001073,0.000845,3.011822,0.099543,-6.428672,-3042973.328523,0.048534,22973.308124,3562.520000,0.414043,8,30.976037,4.439232,23,1.351131
20,20,24,648,0.648000,473344,0.107342,16.820748,65.174588,18.003397,0.001268,3.011818,0.099542,-6.428576,-3042927.851221,0.048423,22920.585489,3520.550000,0.523984,6,32.300879,6.036555,23,1.348376
20,20,25,675,0.675000,473344,0.107342,16.823072,65.168038,18.007834,0.001056,3.011843,0.099552,-6.428621,-3042949.077020,0.048463,22939.684280,3550.140000,0.376822,13,33.628084,3.145198,24,1.350973
20,20,26,702,0.702000,473344,0.107342,16.827297,65.164024,18.007834,0.000845,3.011797,0.099534,-6.428594,-3042936.618550,0.048433,22925.535983,3544.550000,0.359486,16,34.956504,2.737967,25,1.350018
20,20,27,729,0.729000,473344,0.107342,16.827719,65.168461,18.002763,0.001056,3.011738,0.099510,-6.428597,-3042937.753470,0.048429,22923.636529,3543.010000,0.394994,15,36.286336,3.018467,25,1.349662
20,20,28,756,0.756000,473344,0.107342,16.828142,65.172264,17.998538,0.001056,3.011691,0.099492,-6.428670,-3042972.221830,0.048502,22958.065523,3568.820000,0.394994,16,37.616931,2.970134,25,1.350782
20,20,29,783,0.783000,473344,0.107342,16.822649,65.176489,17.999806,0.001056,3.011759,0.099519,-6.428680,-3042977.329520,0.048504,22959.106711,3567.850000,0.434010,15,38.948056,3.267661,27,1.350025
20,20,30,810,0.810000,473344,0.107342,16.825818,65.178602,17.994524,0.001056,3.011666,0.099482,-6.428496,-3042889.867740,0.048314,22869.164704,3477.420000,0.603506,9,40.277054,5.325320,27,1.347671
20,20,31,837,0.837000,473344,0.107342,16.824550,65.174376,17.999594,0.001479,3.011738,0.099510,-6.428589,-3042934.015843,0.048408,22913.644382,3485.700000,0.632610,9,41.592070,5.527389,26,1.348253
20,20,32,864,0.864000,473344,0.107342,16.823917,65.172686,18.001918,0.001479,3.011767,0.099522,-6.428523,-3042902.956240,0.048336,22879.759327,3456.230000,0.663118,9,42.898480,5.727336,29,1.349294
20,20,33,891,0.891000,473344,0.107342,16.824550,65.180503,17.993679,0.001268,3.011674,0.099486,-6.428560,-3042920.157770,0.048367,22894.108228,3472.500000,0.695097,9,44.210311,5.927098,21,1.350678
20,20,34,918,0.918000,473344,0.107342,16.823917,65.182616,17.992200,0.001268,3.011657,0.099479,-6.428597,-3042937.596760,0.048401,22910.346758,3457.430000,0.695097,9,45.522681,6.126696,20,1.346559
