k_invA,S_k
9.44529058,1.03969273
9.48496994,1.03597211
9.52464930,1.03327013
9.56432866,1.03162662
9.60400802,1.03105606
9.64368737,1.03154781
9.68336673,1.03306699
9.72304609,1.03555589
9.76272545,1.03893589
9.80240481,1.04310975
9.84208417,1.04796425
9.88176353,1.05337296
9.92144289,1.05919921
9.96112224,1.06529902
10.00080160,1.07152399
10.04048096,1.07772415
10.08016032,1.08375057
10.11983968,1.08945781
10.15951904,1.09470618
10.19919840,1.09936377
10.23887776,1.10330819
10.27855711,1.10642825
10.31823647,1.10862528
10.35791583,1.10981431
10.39759519,1.10992519
10.43727455,1.10890333
10.47695391,1.10671049
10.51663327,1.10332527
10.55631263,1.09874349
10.59599198,1.09297837
10.63567134,1.08606056
10.67535070,1.07803784
10.71503006,1.06897470
10.75470942,1.05895158
10.79438878,1.04806384
10.83406814,1.03642047
10.87374749,1.02414245
10.91342685,1.01136087
10.95310621,0.99821478
10.99278557,0.98484875
11.03246493,0.97141034
11.07214429,0.95804732
11.11182365,0.94490493
11.15150301,0.93212313
11.19118236,0.91983386
11.23086172,0.90815861
11.27054108,0.89720616
11.31022044,0.88707065
11.34989980,0.87783011
11.38957916,0.86954538
11.42925852,0.86225958
11.46893788,0.85599802
11.50861723,0.85076868
11.54829659,0.84656314
11.58797595,0.84335801
11.62765531,0.84111672
11.66733467,0.83979163
11.70701403,0.83932645
11.74669339,0.83965868
11.78637275,0.84072223
11.82605210,0.84244994
11.86573146,0.84477589
11.90541082,0.84763758
11.94509018,0.85097774
11.98476954,0.85474573
12.02444890,0.85889863
12.06412826,0.86340177
12.10380762,0.86822886
12.14348697,0.87336174
12.18316633,0.87878959
12.22284569,0.88450796
12.26252505,0.89051739
12.30220441,0.89682185
12.34188377,0.90342708
12.38156313,0.91033885
12.42124248,0.91756129
12.46092184,0.92509531
12.50060120,0.93293722
12.54028056,0.94107761
12.57995992,0.94950050
12.61963928,0.95818280
12.65931864,0.96709416
12.69899800,0.97619707
12.73867735,0.98544734
12.77835671,0.99479477
12.81803607,1.00418419
12.85771543,1.01355652
12.89739479,1.02285005
12.93707415,1.03200179
12.97675351,1.04094873
13.01643287,1.04962914
13.05611222,1.05798371
13.09579158,1.06595658
13.13547094,1.07349613
13.17515030,1.08055565
13.21482966,1.08709380
13.25450902,1.09307480
13.29418838,1.09846855
13.33386774,1.10325050
13.37354709,1.10740146
13.41322645,1.11090729
13.45290581,1.11375854
13.49258517,1.11595010
13.53226453,1.11748083
13.57194389,1.11835329
13.61162325,1.11857348
13.65130261,1.11815073
13.69098196,1.11709766
13.73066132,1.11543014
13.77034068,1.11316751
13.81002004,1.11033265
13.84969940,1.10695221
13.88937876,1.10305682
13.92905812,1.09868117
13.96873747,1.09386417
14.00841683,1.08864890
14.04809619,1.08308244
14.08777555,1.07721564
14.12745491,1.07110262
14.16713427,1.06480023
14.20681363,1.05836723
14.24649299,1.05186344
14.28617234,1.04534872
14.32585170,1.03888190
14.36553106,1.03251962
14.40521042,1.02631523
14.44488978,1.02031770
14.48456914,1.01457062
14.52424850,1.00911137
14.56392786,1.00397040
14.60360721,0.99917072
14.64328657,0.99472769
14.68296593,0.99064894
14.72264529,0.98693457
14.76232465,0.98357761
14.80200401,0.98056464
14.84168337,0.97787659
14.88136273,0.97548975
14.92104208,0.97337685
14.96072144,0.97150815
15.00040080,0.96985264
15.04008016,0.96837914
15.07975952,0.96705734
15.11943888,0.96585877
15.15911824,0.96475755
15.19879760,0.96373101
15.23847695,0.96276015
15.27815631,0.96182984
15.31783567,0.96092892
15.35751503,0.96005004
15.39719439,0.95918941
15.43687375,0.95834638
15.47655311,0.95752297
15.51623246,0.95672328
15.55591182,0.95595295
15.59559118,0.95521855
15.63527054,0.95452706
15.67494990,0.95388544
15.71462926,0.95330023
15.75430862,0.95277730
15.79398798,0.95232168
15.83366733,0.95193757
15.87334669,0.95162835
15.91302605,0.95139676
15.95270541,0.95124515
15.99238477,0.95117570
16.03206413,0.95119076
16.07174349,0.95129310
16.11142285,0.95148618
16.15110220,0.95177436
16.19078156,0.95216300
16.23046092,0.95265852
16.27014028,0.95326829
16.30981964,0.95400052
16.34949900,0.95486395
16.38917836,0.95586758
16.42885772,0.95702018
16.46853707,0.95832990
16.50821643,0.95980379
16.54789579,0.96144731
16.58757515,0.96326393
16.62725451,0.96525475
16.66693387,0.96741821
16.70661323,0.96974989
16.74629259,0.97224247
16.78597194,0.97488573
16.82565130,0.97766675
16.86533066,0.98057017
16.90501002,0.98357857
16.94468938,0.98667298
16.98436874,0.98983335
17.02404810,0.99303912
17.06372745,0.99626986
17.10340681,0.99950573
17.14308617,1.00272803
17.18276553,1.00591967
17.22244489,1.00906540
17.26212425,1.01215217
17.30180361,1.01516914
17.34148297,1.01810774
17.38116232,1.02096152
17.42084168,1.02372590
17.46052104,1.02639788
17.50020040,1.02897564
17.53987976,1.03145809
17.57955912,1.03384438
17.61923848,1.03613350
17.65891784,1.03832380
17.69859719,1.04041266
17.73827655,1.04239619
17.77795591,1.04426901
17.81763527,1.04602420
17.85731463,1.04765329
17.89699399,1.04914641
17.93667335,1.05049254
17.97635271,1.05167980
18.01603206,1.05269585
18.05571142,1.05352838
18.09539078,1.05416556
18.13507014,1.05459649
18.17474950,1.05481172
18.21442886,1.05480360
18.25410822,1.05456666
18.29378758,1.05409782
18.33346693,1.05339663
18.37314629,1.05246523
18.41282565,1.05130838
18.45250501,1.04993329
18.49218437,1.04834937
18.53186373,1.04656794
18.57154309,1.04460187
18.61122244,1.04246517
18.65090180,1.04017258
18.69058116,1.03773918
18.73026052,1.03518002
18.76993988,1.03250978
18.80961924,1.02974257
18.84929860,1.02689170
18.88897796,1.02396961
18.92865731,1.02098790
18.96833667,1.01795735
19.00801603,1.01488810
19.04769539,1.01178985
19.08737475,1.00867210
19.12705411,1.00554444
19.16673347,1.00241676
19.20641283,0.99929958
19.24609218,0.99620420
19.28577154,0.99314288
19.32545090,0.99012888
19.36513026,0.98717655
19.40480962,0.98430114
19.44448898,0.98151870
19.48416834,0.97884580
19.52384770,0.97629924
19.56352705,0.97389562
19.60320641,0.97165096
19.64288577,0.96958030
19.68256513,0.96769717
19.72224449,0.96601331
19.76192385,0.96453820
19.80160321,0.96327884
19.84128257,0.96223953
19.88096192,0.96142171
19.92064128,0.96082399
19.96032064,0.96044219
20.00000000,0.96026956
