k_invA,S_k
10.71503006,1.06932403
10.75470942,1.05945016
10.79438878,1.04871263
10.83406814,1.03721673
10.87374749,1.02507980
10.91342685,1.01242951
10.95310621,0.99940171
10.99278557,0.98613823
11.03246493,0.97278432
11.07214429,0.95948602
11.11182365,0.94638739
11.15150301,0.93362782
11.19118236,0.92133931
11.23086172,0.90964398
11.27054108,0.89865177
11.31022044,0.88845847
11.34989980,0.87914416
11.38957916,0.87077208
11.42925852,0.86338791
11.46893788,0.85701970
11.50861723,0.85167819
11.54829659,0.84735766
11.58797595,0.84403728
11.62765531,0.84168280
11.66733467,0.84024865
11.70701403,0.83968025
11.74669339,0.83991647
11.78637275,0.84089220
11.82605210,0.84254086
11.86573146,0.84479678
11.90541082,0.84759730
11.94509018,0.85088472
11.98476954,0.85460768
12.02444890,0.85872230
12.06412826,0.86319279
12.10380762,0.86799163
12.14348697,0.87309933
12.18316633,0.87850378
12.22284569,0.88419923
12.26252505,0.89018503
12.30220441,0.89646406
12.34188377,0.90304113
12.38156313,0.90992128
12.42124248,0.91710807
12.46092184,0.92460209
12.50060120,0.93239952
12.54028056,0.94049105
12.57995992,0.94886101
