k_invA,S_k
0.20000000,0.15173326
0.23967936,0.15903434
0.27935872,0.16710648
0.31903808,0.17571762
0.35871743,0.18462798
0.39839679,0.19359956
0.43807615,0.20240563
0.47775551,0.21083966
0.51743487,0.21872343
0.55711423,0.22591402
0.59679359,0.23230922
0.63647295,0.23785140
0.67615230,0.24252944
0.71583166,0.24637880
0.75551102,0.24947967
0.79519038,0.25195325
0.83486974,0.25395644
0.87454910,0.25567504
0.91422846,0.25731578
0.95390782,0.25909757
0.99358717,0.26124234
1.03326653,0.26396584
1.07294589,0.26746875
1.11262525,0.27192864
1.15230461,0.27749298
1.19198397,0.28427359
1.23166333,0.29234278
1.27134269,0.30173132
1.31102204,0.31242835
1.35070140,0.32438322
1.39038076,0.33750928
1.43006012,0.35168925
1.46973948,0.36678212
1.50941884,0.38263116
1.54909820,0.39907269
1.58877756,0.41594511
1.62845691,0.43309796
1.66813627,0.45040025
1.70781563,0.46774792
1.74749499,0.48506987
1.78717435,0.50233220
1.82685371,0.51954058
1.86653307,0.53674031
1.90621242,0.55401418
1.94589178,0.57147809
1.98557114,0.58927454
2.02525050,0.60756423
2.06492986,0.62651614
2.10460922,0.64629640
2.14428858,0.66705660
2.18396794,0.68892188
2.22364729,0.71197949
2.26332665,0.73626838
2.30300601,0.76177023
2.34268537,0.78840263
2.38236473,0.81601454
2.42204409,0.84438469
2.46172345,0.87322284
2.50140281,0.90217418
2.54108216,0.93082676
2.58076152,0.95872181
2.62044088,0.98536659
2.66012024,1.01024943
2.69979960,1.03285638
2.73947896,1.05268879
2.77915832,1.06928132
2.81883768,1.08221944
2.85851703,1.09115590
2.89819639,1.09582524
2.93787575,1.09605603
2.97755511,1.09177989
3.01723447,1.08303723
3.05691383,1.06997903
3.09659319,1.05286489
3.13627255,1.03205695
3.17595190,1.00801018
3.21563126,0.98125909
3.25531062,0.95240160
3.29498998,0.92208039
3.33466934,0.89096266
3.37434870,0.85971901
3.41402806,0.82900226
3.45370741,0.79942709
3.49338677,0.77155140
3.53306613,0.74585994
3.57274549,0.72275119
3.61242485,0.70252780
3.65210421,0.68539110
3.69178357,0.67143988
3.73146293,0.66067351
3.77114228,0.65299925
3.81082164,0.64824342
3.85050100,0.64616596
3.89018036,0.64647771
3.92985972,0.64885967
3.96953908,0.65298334
4.00921844,0.65853122
4.04889780,0.66521656
4.08857715,0.67280138
4.12825651,0.68111196
4.16793587,0.69005106
4.20761523,0.69960608
4.24729459,0.70985299
4.28697395,0.72095548
4.32665331,0.73315947
4.36633267,0.74678299
4.40601202,0.76220181
4.44569138,0.77983142
4.48537074,0.80010596
