rdf_peak1_r_A,rdf_peak1_g,coordination_at_cutoff,adf_peak_theta_deg,adf_peak_density,sk_peak_k_invA,sk_peak,label,frame_index,step,time_ps,sp3_percent
1.476250,5.743261,3.058469,111.500000,0.040991,5.517034,1.763472,initial,0,0,0.000000,18.005510
1.476250,5.750055,3.058537,111.500000,0.041186,5.517034,1.763403,peak,48,1836,1.836000,18.022833
1.476250,5.732024,3.062952,111.500000,0.041136,5.517034,1.764987,final,101,9960,9.960000,18.259870
