k_invA,S_k
12.77835671,1.04373137
12.81803607,1.05269469
12.85771543,1.06140062
12.89739479,1.06978572
12.93707415,1.07778790
12.97675351,1.08534784
13.01643287,1.09241020
13.05611222,1.09892473
13.09579158,1.10484716
13.13547094,1.11013983
13.17515030,1.11477210
13.21482966,1.11872055
13.25450902,1.12196890
13.29418838,1.12450779
13.33386774,1.12633430
13.37354709,1.12745148
13.41322645,1.12786766
13.45290581,1.12759582
13.49258517,1.12665289
13.53226453,1.12505918
13.57194389,1.12283777
13.61162325,1.12001416
13.65130261,1.11661588
13.69098196,1.11267230
13.73066132,1.10821459
13.77034068,1.10327569
13.81002004,1.09789044
13.84969940,1.09209574
13.88937876,1.08593072
13.92905812,1.07943689
13.96873747,1.07265825
14.00841683,1.06564131
14.04809619,1.05843502
14.08777555,1.05109049
14.12745491,1.04366070
14.16713427,1.03619989
14.20681363,1.02876297
14.24649299,1.02140468
14.28617234,1.01417871
14.32585170,1.00713675
14.36553106,1.00032749
14.40521042,0.99379562
14.44488978,0.98758091
14.48456914,0.98171742
14.52424850,0.97623277
14.56392786,0.97114766
14.60360721,0.96647555
14.64328657,0.96222260
14.68296593,0.95838779
14.72264529,0.95496332
14.76232465,0.95193521
14.80200401,0.94928405
14.84168337,0.94698598
14.88136273,0.94501376
14.92104208,0.94333789
14.96072144,0.94192778
15.00040080,0.94075291
15.04008016,0.93978391
15.07975952,0.93899352
15.11943888,0.93835738
15.15911824,0.93785470
15.19879760,0.93746866
15.23847695,0.93718663
15.27815631,0.93700021
15.31783567,0.93690500
15.35751503,0.93690022
15.39719439,0.93698822
15.43687375,0.93717382
15.47655311,0.93746357
15.51623246,0.93786500
15.55591182,0.93838589
15.59559118,0.93903354
15.63527054,0.93981415
15.67494990,0.94073233
15.71462926,0.94179068
15.75430862,0.94298963
15.79398798,0.94432733
15.83366733,0.94579973
15.87334669,0.94740082
15.91302605,0.94912299
15.95270541,0.95095740
15.99238477,0.95289458
16.03206413,0.95492484
16.07174349,0.95703891
16.11142285,0.95922831
16.15110220,0.96148583
16.19078156,0.96380585
16.23046092,0.96618447
16.27014028,0.96861964
16.30981964,0.97111108
16.34949900,0.97366008
16.38917836,0.97626917
16.42885772,0.97894175
16.46853707,0.98168157
16.50821643,0.98449216
16.54789579,0.98737637
16.58757515,0.99033570
16.62725451,0.99336993
16.66693387,0.99647660
16.70661323,0.99965077
16.74629259,1.00288474
16.78597194,1.00616808
16.82565130,1.00948759
16.86533066,1.01282760
16.90501002,1.01617023
16.94468938,1.01949586
16.98436874,1.02278364
17.02404810,1.02601211
17.06372745,1.02915974
17.10340681,1.03220563
17.14308617,1.03513003
17.18276553,1.03791489
17.22244489,1.04054430
17.26212425,1.04300483
17.30180361,1.04528571
17.34148297,1.04737894
17.38116232,1.04927926
17.42084168,1.05098395
17.46052104,1.05249259
17.50020040,1.05380667
17.53987976,1.05492916
17.57955912,1.05586405
17.61923848,1.05661585
17.65891784,1.05718910
17.69859719,1.05758797
17.73827655,1.05781584
17.77795591,1.05787508
17.81763527,1.05776682
17.85731463,1.05749090
17.89699399,1.05704590
17.93667335,1.05642930
17.97635271,1.05563771
18.01603206,1.05466723
18.05571142,1.05351381
18.09539078,1.05217372
18.13507014,1.05064398
18.17474950,1.04892282
18.21442886,1.04701007
18.25410822,1.04490751
18.29378758,1.04261918
18.33346693,1.04015148
18.37314629,1.03751335
18.41282565,1.03471615
18.45250501,1.03177360
18.49218437,1.02870147
18.53186373,1.02551736
18.57154309,1.02224024
18.61122244,1.01889006
18.65090180,1.01548727
18.69058116,1.01205238
18.73026052,1.00860553
18.76993988,1.00516605
18.80961924,1.00175216
18.84929860,0.99838071
18.88897796,0.99506698
18.92865731,0.99182458
18.96833667,0.98866549
19.00801603,0.98560009
19.04769539,0.98263734
19.08737475,0.97978500
19.12705411,0.97704986
19.16673347,0.97443804
19.20641283,0.97195523
19.24609218,0.96960701
19.28577154,0.96739903
19.32545090,0.96533720
19.36513026,0.96342781
19.40480962,0.96167755
19.44448898,0.96009350
19.48416834,0.95868301
19.52384770,0.95745350
19.56352705,0.95641227
19.60320641,0.95556619
19.64288577,0.95492138
19.68256513,0.95448291
19.72224449,0.95425450
19.76192385,0.95423822
19.80160321,0.95443425
19.84128257,0.95484071
19.88096192,0.95545356
19.92064128,0.95626661
19.96032064,0.95727148
20.00000000,0.95845788
