k_invA,S_k
6.86613226,0.62678470
6.90581162,0.62787532
6.94549098,0.62980165
6.98517034,0.63257848
7.02484970,0.63625117
7.06452906,0.64088702
7.10420842,0.64656626
7.14388778,0.65337310
7.18356713,0.66138733
7.22324649,0.67067675
7.26292585,0.68129087
7.30260521,0.69325593
7.34228457,0.70657153
7.38196393,0.72120884
7.42164329,0.73711039
7.46132265,0.75419130
7.50100200,0.77234178
7.54068136,0.79143075
7.58036072,0.81131011
7.62004008,0.83181970
7.65971944,0.85279227
7.69939880,0.87405850
7.73907816,0.89545164
7.77875752,0.91681158
7.81843687,0.93798824
7.85811623,0.95884405
7.89779559,0.97925555
7.93747495,0.99911407
7.97715431,1.01832557
8.01683367,1.03680963
8.05651303,1.05449791
8.09619238,1.07133208
8.13587174,1.08726154
8.17555110,1.10224101
8.21523046,1.11622826
8.25490982,1.12918217
8.29458918,1.14106120
8.33426854,1.15182248
8.37394790,1.16142145
8.41362725,1.16981231
8.45330661,1.17694906
8.49298597,1.18278713
8.53266533,1.18728567
8.57234469,1.19041006
8.61202405,1.19213485
8.65170341,1.19244662
8.69138277,1.19134682
8.73106212,1.18885435
8.77074148,1.18500764
8.81042084,1.17986615
8.85010020,1.17351122
8.88977956,1.16604608
8.92945892,1.15759506
8.96913828,1.14830196
9.00881764,1.13832757
9.04849699,1.12784658
9.08817635,1.11704376
9.12785571,1.10610971
9.16753507,1.09523630
9.20721443,1.08461192
9.24689379,1.07441680
9.28657315,1.06481848
9.32625251,1.05596772
9.36593186,1.04799484
9.40561122,1.04100678
9.44529058,1.03508478
9.48496994,1.03028299
9.52464930,1.02662773
9.56432866,1.02411773
9.60400802,1.02272498
9.64368737,1.02239644
9.68336673,1.02305623
9.72304609,1.02460839
9.76272545,1.02694006
9.80240481,1.02992481
9.84208417,1.03342623
9.88176353,1.03730137
9.92144289,1.04140425
9.96112224,1.04558900
10.00080160,1.04971285
10.04048096,1.05363866
10.08016032,1.05723724
10.11983968,1.06038907
10.15951904,1.06298586
10.19919840,1.06493156
10.23887776,1.06614314
10.27855711,1.06655109
10.31823647,1.06609961
10.35791583,1.06474669
10.39759519,1.06246401
10.43727455,1.05923678
10.47695391,1.05506346
10.51663327,1.04995549
10.55631263,1.04393699
10.59599198,1.03704441
10.63567134,1.02932614
10.67535070,1.02084211
10.71503006,1.01166324
10.75470942,1.00187085
10.79438878,0.99155584
10.83406814,0.98081777
10.87374749,0.96976376
10.91342685,0.95850709
10.95310621,0.94716570
10.99278557,0.93586043
11.03246493,0.92471312
11.07214429,0.91384455
11.11182365,0.90337232
11.15150301,0.89340866
11.19118236,0.88405836
11.23086172,0.87541670
11.27054108,0.86756768
11.31022044,0.86058242
11.34989980,0.85451795
11.38957916,0.84941628
11.42925852,0.84530401
11.46893788,0.84219225
11.50861723,0.84007708
11.54829659,0.83894039
11.58797595,0.83875117
11.62765531,0.83946711
11.66733467,0.84103651
11.70701403,0.84340044
11.74669339,0.84649498
11.78637275,0.85025352
11.82605210,0.85460904
11.86573146,0.85949619
11.90541082,0.86485316
11.94509018,0.87062329
11.98476954,0.87675629
12.02444890,0.88320902
12.06412826,0.88994594
12.10380762,0.89693909
12.14348697,0.90416761
12.18316633,0.91161701
12.22284569,0.91927802
12.26252505,0.92714519
12.30220441,0.93521541
12.34188377,0.94348620
12.38156313,0.95195410
12.42124248,0.96061307
12.46092184,0.96945307
12.50060120,0.97845887
12.54028056,0.98760911
12.57995992,0.99687566
12.61963928,1.00622344
12.65931864,1.01561042
12.69899800,1.02498810
12.73867735,1.03430221
12.77835671,1.04349379
12.81803607,1.05250037
12.85771543,1.06125742
12.89739479,1.06969984
12.93707415,1.07776346
12.97675351,1.08538656
13.01643287,1.09251124
13.05611222,1.09908465
13.09579158,1.10506000
13.13547094,1.11039738
13.17515030,1.11506427
13.21482966,1.11903582
13.25450902,1.12229492
13.29418838,1.12483191
13.33386774,1.12664430
13.37354709,1.12773608
13.41322645,1.12811716
13.45290581,1.12780255
13.49258517,1.12681161
13.53226453,1.12516732
13.57194389,1.12289563
13.61162325,1.12002479
13.65130261,1.11658500
13.69098196,1.11260797
13.73066132,1.10812680
13.77034068,1.10317587
13.81002004,1.09779085
13.84969940,1.09200886
13.88937876,1.08586863
13.92905812,1.07941062
13.96873747,1.07267728
14.00841683,1.06571305
14.04809619,1.05856444
14.08777555,1.05127992
14.12745491,1.04390964
14.16713427,1.03650511
14.20681363,1.02911861
14.24649299,1.02180255
14.28617234,1.01460870
14.32585170,1.00758729
14.36553106,1.00078607
14.40521042,0.99424941
14.44488978,0.98801731
14.48456914,0.98212459
14.52424850,0.97660018
14.56392786,0.97146646
14.60360721,0.96673893
14.64328657,0.96242599
14.68296593,0.95852895
14.72264529,0.95504233
14.76232465,0.95195433
14.80200401,0.94924748
14.84168337,0.94689953
14.88136273,0.94488446
14.92104208,0.94317355
14.96072144,0.94173654
15.00040080,0.94054283
15.04008016,0.93956252
15.07975952,0.93876747
15.11943888,0.93813221
15.15911824,0.93763459
15.19879760,0.93725638
15.23847695,0.93698354
15.27815631,0.93680633
15.31783567,0.93671921
15.35751503,0.93672054
15.39719439,0.93681209
15.43687375,0.93699846
15.47655311,0.93728632
15.51623246,0.93768367
15.55591182,0.93819905
15.59559118,0.93884078
15.63527054,0.93961624
15.67494990,0.94053130
15.71462926,0.94158984
15.75430862,0.94279344
15.79398798,0.94414123
15.83366733,0.94562988
15.87334669,0.94725375
15.91302605,0.94900522
15.95270541,0.95087504
15.99238477,0.95285292
16.03206413,0.95492799
16.07174349,0.95708942
16.11142285,0.95932696
16.15110220,0.96163143
16.19078156,0.96399511
16.23046092,0.96641211
16.27014028,0.96887848
16.30981964,0.97139228
16.34949900,0.97395350
16.38917836,0.97656380
16.42885772,0.97922616
16.46853707,0.98194444
16.50821643,0.98472287
16.54789579,0.98756541
16.58757515,0.99047525
16.62725451,0.99345420
16.66693387,0.99650219
16.70661323,0.99961682
16.74629259,1.00279310
16.78597194,1.00602319
16.82565130,1.00929637
16.86533066,1.01259911
16.90501002,1.01591531
16.94468938,1.01922661
16.98436874,1.02251287
17.02404810,1.02575273
17.06372745,1.02892416
17.10340681,1.03200512
17.14308617,1.03497422
17.18276553,1.03781123
17.22244489,1.04049773
17.26212425,1.04301745
17.30180361,1.04535669
17.34148297,1.04750452
17.38116232,1.04945285
17.42084168,1.05119643
17.46052104,1.05273271
17.50020040,1.05406152
17.53987976,1.05518477
17.57955912,1.05610602
17.61923848,1.05682997
17.65891784,1.05736206
17.69859719,1.05770791
17.73827655,1.05787297
17.77795591,1.05786207
17.81763527,1.05767921
17.85731463,1.05732730
17.89699399,1.05680810
17.93667335,1.05612220
17.97635271,1.05526916
18.01603206,1.05424774
18.05571142,1.05305610
18.09539078,1.05169224
18.13507014,1.05015433
18.17474950,1.04844112
18.21442886,1.04655234
18.25410822,1.04448907
18.29378758,1.04225404
18.33346693,1.03985185
18.37314629,1.03728919
18.41282565,1.03457485
18.45250501,1.03171975
18.49218437,1.02873678
18.53186373,1.02564064
18.57154309,1.02244754
18.61122244,1.01917490
18.65090180,1.01584096
18.69058116,1.01246441
18.73026052,1.00906399
18.76993988,1.00565815
18.80961924,1.00226468
18.84929860,0.99890047
18.88897796,0.99558130
18.92865731,0.99232168
18.96833667,0.98913480
19.00801603,0.98603256
19.04769539,0.98302559
19.08737475,0.98012347
19.12705411,0.97733481
19.16673347,0.97466754
19.20641283,0.97212905
19.24609218,0.96972647
19.28577154,0.96746680
19.32545090,0.96535707
19.36513026,0.96340445
19.40480962,0.96161628
19.44448898,0.96000004
19.48416834,0.95856323
19.52384770,0.95731328
19.56352705,0.95625729
19.60320641,0.95540180
19.64288577,0.95475254
19.68256513,0.95431408
19.72224449,0.95408962
19.76192385,0.95408069
19.80160321,0.95428695
19.84128257,0.95470603
19.88096192,0.95533341
19.92064128,0.95616243
19.96032064,0.95718433
20.00000000,0.95838840
