r_A,g_r,g_r_error,n_r
0.51375000,0.00000000,0.00034151,0.00000000
0.54125000,0.00000000,0.00030769,0.00000000
0.56875000,0.00000000,0.00027865,0.00000000
0.59625000,0.00000000,0.00025354,0.00000000
0.62375000,0.00000000,0.00023168,0.00000000
0.65125000,0.00000000,0.00021253,0.00000000
0.67875000,0.00000000,0.00019565,0.00000000
0.70625000,0.00018071,0.00018071,0.00000423
0.73375000,0.00000000,0.00016742,0.00000423
0.76125000,0.00000000,0.00015554,0.00000423
0.78875000,0.00000000,0.00014489,0.00000423
0.81625000,0.00000000,0.00013529,0.00000423
0.84375000,0.00000000,0.00012661,0.00000423
0.87125000,0.00000000,0.00011875,0.00000423
0.89875000,0.00000000,0.00011159,0.00000423
0.92625000,0.00000000,0.00010506,0.00000423
0.95375000,0.00009909,0.00009909,0.00000845
0.98125000,0.00000000,0.00009362,0.00000845
1.00875000,0.00008858,0.00008858,0.00001268
1.03625000,0.00000000,0.00008394,0.00001268
1.06375000,0.00007966,0.00007966,0.00001690
1.09125000,0.00007569,0.00007569,0.00002113
1.11875000,0.00007202,0.00007202,0.00002535
1.14625000,0.00000000,0.00006860,0.00002535
1.17375000,0.00006543,0.00006543,0.00002958
1.20125000,0.00006247,0.00006247,0.00003380
1.22875000,0.00000000,0.00005970,0.00003380
1.25625000,0.00062828,0.00018943,0.00008028
1.28375000,0.00180494,0.00031420,0.00021971
1.31125000,0.01698570,0.00094365,0.00158870
1.33875000,0.11728408,0.00242871,0.01144200
1.36625000,0.39423222,0.00436315,0.04593699
1.39375000,0.94721059,0.00662969,0.13218716
1.42125000,1.99424665,0.00943352,0.32101389
1.44875000,3.47669227,0.01221925,0.66306956
1.47625000,4.69478948,0.01393487,1.14267002
1.50375000,4.99573474,0.01411168,1.67220457
1.53125000,4.36608681,0.01295552,2.15207967
1.55875000,3.29256751,0.01105212,2.52707967
1.58625000,2.22688694,0.00893166,2.78973432
1.61375000,1.44017014,0.00706034,2.96553880
1.64125000,0.91533662,0.00553440,3.08111648
1.66875000,0.58807679,0.00436295,3.15788095
1.69625000,0.40422247,0.00355857,3.21239944
1.72375000,0.30105627,0.00302207,3.25433089
1.75125000,0.22448784,0.00256864,3.28660340
1.77875000,0.17235942,0.00221594,3.31216620
1.80625000,0.12988052,0.00189430,3.33202914
1.83375000,0.09725154,0.00161459,3.34735837
1.86125000,0.07920356,0.00143556,3.36022005
1.88875000,0.07400821,0.00136748,3.37259583
1.91625000,0.07960715,0.00139791,3.38629834
1.94375000,0.06429651,0.00123853,3.39768540
1.97125000,0.02447251,0.00075345,3.40214305
1.99875000,0.00613707,0.00037211,3.40329232
2.02625000,0.00186613,0.00020241,3.40365147
2.05375000,0.00145319,0.00017623,3.40393878
2.08125000,0.00147747,0.00017534,3.40423878
2.10875000,0.00160135,0.00018017,3.40457257
2.13625000,0.00566875,0.00033462,3.40578522
2.16375000,0.03211377,0.00078631,3.41283295
2.19125000,0.20049192,0.00194004,3.45795869
2.21875000,0.53983918,0.00314397,3.58253194
2.24625000,0.55415989,0.00314640,3.71359941
2.27375000,0.62968550,0.00331340,3.86619879
2.30125000,0.82294226,0.00374262,4.07048574
2.32875000,1.09600536,0.00426814,4.34909918
2.35625000,1.38133598,0.00473569,4.70858826
2.38375000,1.64129150,0.00510255,5.14575869
2.41125000,1.85167122,0.00535790,5.65041069
2.43875000,2.01023184,0.00551964,6.21084454
2.46625000,2.11565504,0.00559938,6.81404644
2.49375000,2.14536195,0.00557638,7.43943517
2.52125000,2.10183737,0.00545932,8.06572387
2.54875000,2.00742570,0.00527773,8.67700024
2.57625000,1.86989378,0.00503936,9.25875051
2.60375000,1.71854781,0.00478009,9.80489031
2.63125000,1.57198069,0.00452393,10.31506051
2.65875000,1.42823487,0.00426753,10.78831885
2.68625000,1.30401874,0.00403599,11.22940187
2.71375000,1.19396782,0.00382280,11.64157146
2.74125000,1.10476985,0.00364034,12.03071762
2.76875000,1.04812870,0.00351058,12.40735702
2.79625000,0.99307606,0.00338353,12.77133755
2.82375000,0.95273299,0.00328181,13.12743375
2.85125000,0.92612788,0.00320446,13.48036101
2.87875000,0.91405454,0.00315309,13.83543892
2.90625000,0.89980495,0.00309882,14.19169145
2.93375000,0.88255426,0.00304020,14.54775808
2.96125000,0.87437961,0.00299799,14.90717111
2.98875000,0.86424600,0.00295314,15.26904746
3.01625000,0.86051734,0.00291989,15.63602370
3.04375000,0.85579905,0.00288557,16.00767307
3.07125000,0.84503335,0.00284169,16.38130831
3.09875000,0.84057745,0.00280903,16.75965894
3.12625000,0.83807443,0.00278018,17.14360803
3.15375000,0.82898728,0.00274095,17.53010496
3.18125000,0.82977816,0.00271855,17.92374679
3.20875000,0.82769757,0.00269187,18.32321948
3.23625000,0.82816673,0.00266976,18.72979905
3.26375000,0.83311443,0.00265516,19.14578826
3.29125000,0.83614254,0.00263775,19.57035475
3.31875000,0.84552797,0.00263054,20.00689139
3.34625000,0.85667473,0.00262606,20.45654323
3.37375000,0.86257980,0.00261361,20.91676666
3.40125000,0.87133051,0.00260560,21.38926869
3.42875000,0.88523403,0.00260524,21.87710418
3.45625000,0.91104443,0.00262192,22.38724902
3.48375000,0.92755506,0.00262469,22.91493713
3.51125000,0.95067674,0.00263639,23.46435151
3.53875000,0.98466716,0.00266225,24.04235820
3.56625000,1.02076034,0.00268971,24.65090082
3.59375000,1.05768958,0.00271698,25.29122161
3.62125000,1.09724661,0.00274630,25.96569514
3.64875000,1.12961864,0.00276552,26.67065390
3.67625000,1.15591400,0.00277659,27.40293740
3.70375000,1.17371077,0.00277711,28.15766124
3.73125000,1.19453671,0.00278099,28.93722536
3.75875000,1.19681033,0.00276327,29.72982862
3.78625000,1.18586402,0.00273063,30.52671630
3.81375000,1.16984630,0.00269257,31.32430114
3.84125000,1.14005857,0.00263904,32.11282703
3.86875000,1.11053285,0.00258613,32.89196863
3.89625000,1.07825659,0.00253028,33.65925838
3.92375000,1.03754584,0.00246466,34.40803728
3.95125000,1.00777895,0.00241214,35.14556433
3.97875000,0.97320989,0.00235403,35.86774101
4.00625000,0.94699484,0.00230617,36.58021228
4.03375000,0.92208871,0.00226012,37.28350206
4.06125000,0.90413477,0.00222286,37.98253279
4.08875000,0.89477423,0.00219645,38.68372685
4.11625000,0.89158317,0.00217788,39.39185032
4.14375000,0.88425057,0.00215451,40.10356527
4.17125000,0.88874646,0.00214574,40.82842499
4.19875000,0.89075849,0.00213410,41.56453657
4.22625000,0.89788144,0.00212867,42.31628583
4.25375000,0.90864689,0.00212755,43.08698114
4.28125000,0.91738066,0.00212402,43.87517746
4.30875000,0.92624055,0.00212063,44.68124239
4.33625000,0.93293302,0.00211478,45.50352809
4.36375000,0.94282506,0.00211257,46.34510631
4.39125000,0.95346736,0.00211115,47.20694463
4.41875000,0.95870363,0.00210377,48.08440373
4.44625000,0.96826088,0.00210115,48.98167506
4.47375000,0.97470113,0.00209517,49.89612206
4.50125000,0.98855523,0.00209711,50.83500372
4.52875000,0.99803334,0.00209435,51.79450463
4.55625000,1.00652959,0.00209055,52.77396143
4.58375000,1.01995461,0.00209182,53.77849936
4.61125000,1.02527360,0.00208476,54.80042844
4.63875000,1.03601675,0.00208323,55.84541898
4.66625000,1.04298776,0.00207791,56.90995133
4.69375000,1.05748610,0.00208004,58.00204080
4.72125000,1.05845050,0.00206887,59.10797221
4.74875000,1.06858711,0.00206671,60.23753972
4.77625000,1.07194859,0.00205804,61.38382234
4.80375000,1.07697965,0.00205106,62.54878482
4.83125000,1.07588370,0.00203835,63.72592449
4.85875000,1.07595768,0.00202688,64.91658498
4.88625000,1.07205057,0.00201181,66.11638893
4.91375000,1.06719638,0.00199602,67.32424199
4.94125000,1.06301115,0.00198101,68.54086246
4.96875000,1.05568018,0.00196324,69.76257859
4.99625000,1.05092649,0.00194803,70.99229313
5.02375000,1.03928101,0.00192661,72.22180486
5.05125000,1.03087489,0.00190835,73.45476017
5.07875000,1.02288645,0.00189065,74.69151822
5.10625000,1.01628549,0.00187439,75.93363812
5.13375000,1.00605264,0.00185494,77.17653123
5.16125000,0.99683907,0.00183659,78.42127079
5.18875000,0.98752609,0.00181830,79.66755679
5.21625000,0.98329954,0.00180484,80.92169754
5.24375000,0.97659607,0.00178925,82.18045650
5.27125000,0.96943359,0.00177337,83.44312382
5.29875000,0.96623538,0.00176126,84.71479093
5.32625000,0.96290838,0.00174914,85.99526771
5.35375000,0.96363964,0.00174082,87.28998361
5.38125000,0.96160073,0.00173009,88.59526687
5.40875000,0.96301043,0.00172256,89.91585823
5.43625000,0.96346099,0.00171424,91.25053661
5.46375000,0.96358498,0.00170572,92.59892594
5.49125000,0.96623194,0.00169951,93.96466418
5.51875000,0.96558801,0.00169048,95.34319649
5.54625000,0.97301448,0.00168855,96.74620994
5.57375000,0.97421564,0.00168126,98.16492023
5.60125000,0.97780567,0.00167609,99.60294416
5.62875000,0.98022655,0.00166996,101.05871840
5.65625000,0.98570975,0.00166648,102.53697522
5.68375000,0.98606622,0.00165872,104.03018101
5.71125000,0.99028314,0.00165426,105.54431872
5.73875000,0.99622709,0.00165126,107.08224885
5.76625000,1.00086885,0.00164721,108.64218835
5.79375000,1.00021937,0.00163886,110.21602048
5.82125000,1.00511542,0.00163511,111.81260563
5.84875000,1.00947750,0.00163095,113.43130577
5.87625000,1.00896574,0.00162290,115.06443517
5.90375000,1.01297649,0.00161855,116.71943872
5.93125000,1.01340552,0.00161139,118.39060387
5.95875000,1.01672831,0.00160658,120.08283194
5.98625000,1.01836525,0.00160049,121.79346522
