energy_kev,sp3_target,frame_index,step,time_ps,n_atoms,density_atoms_A3,sp_percent,sp2_percent,sp3_percent,defect_percent,mean_coord,elastic_modulus_rel,mean_pe_eV,total_pe_eV,mean_ke_eV,total_ke_eV,max_ke_atom_eV,threshold_cumulative_A,n_displaced_cumulative,max_dr_cumulative_A,mean_dr_cumulative_A,n_displaced_incremental,max_dr_incremental_A
15,40,0,0,0.000000,473344,0.135644,3.755620,57.583069,38.661312,0.000000,3.349057,0.285505,-6.588287,-3118526.306880,0.046100,21821.089671,2830.060000,0.000000,0,0.000000,0.000000,0,0.000000
15,40,1,27,0.027000,473344,0.135644,3.759845,57.571449,38.668495,0.000211,3.349091,0.285529,-6.587950,-3118366.439610,0.045752,21656.233794,2653.790000,0.024534,1,1.344365,1.344365,1,1.344365
15,40,2,54,0.054000,473344,0.135644,3.754352,57.572717,38.672720,0.000211,3.349188,0.285599,-6.588246,-3118506.489700,0.046047,21796.104080,2739.300000,0.049727,2,2.693644,1.418460,2,1.351276
15,40,3,81,0.081000,473344,0.135644,3.757943,57.563844,38.678002,0.000211,3.349205,0.285612,-6.588332,-3118547.499740,0.046120,21830.640475,2747.920000,0.072482,2,4.043303,2.168001,3,1.350366
15,40,4,108,0.108000,473344,0.135644,3.757521,57.560886,38.681382,0.000211,3.349234,0.285633,-6.588444,-3118600.203610,0.046223,21879.144012,2769.840000,0.096151,2,5.394086,2.916690,4,1.351141
15,40,5,135,0.135000,473344,0.135644,3.758789,57.552858,38.688142,0.000211,3.349289,0.285673,-6.588457,-3118606.432789,0.046230,21882.678509,2750.410000,0.146908,2,6.743249,3.661882,4,1.349409
15,40,6,162,0.162000,473344,0.135644,3.757521,57.568069,38.674199,0.000211,3.349163,0.285581,-6.588499,-3118626.319792,0.046267,21900.034018,2748.260000,0.116084,4,8.092579,2.264882,6,1.349668
15,40,7,189,0.189000,473344,0.135644,3.758577,57.577364,38.663847,0.000211,3.349057,0.285505,-6.588533,-3118642.529560,0.046292,21912.065102,2750.840000,0.140149,4,9.441879,2.650559,6,1.349766
15,40,8,216,0.216000,473344,0.135644,3.753929,57.589829,38.655819,0.000423,3.349027,0.285483,-6.588561,-3118655.620353,0.046317,21923.996103,2758.060000,0.161419,4,10.791722,3.034842,6,1.350242
15,40,9,243,0.243000,473344,0.135644,3.752028,57.579477,38.668284,0.000211,3.349167,0.285584,-6.588549,-3118650.096900,0.046300,21915.773301,2752.460000,0.169203,5,12.141115,2.771552,5,1.349798
15,40,10,270,0.270000,473344,0.135644,3.753296,57.566168,38.680114,0.000423,3.349277,0.285663,-6.588486,-3118620.380931,0.046232,21883.646626,2727.350000,0.185917,6,13.489008,2.607837,8,1.348745
15,40,11,297,0.297000,473344,0.135644,3.757098,57.560041,38.681804,0.001056,3.349268,0.285657,-6.588476,-3118615.534827,0.046220,21878.069894,2731.670000,0.204281,6,14.837815,2.877837,6,1.350371
15,40,12,324,0.324000,473344,0.135644,3.756887,57.553280,38.689199,0.000634,3.349336,0.285706,-6.588321,-3118542.057730,0.046059,21801.659751,2664.450000,0.224459,6,16.181804,3.146223,6,1.346335
15,40,13,351,0.351000,473344,0.135644,3.758789,57.546309,38.694058,0.000845,3.349370,0.285731,-6.588332,-3118547.508120,0.046068,21805.995863,2681.180000,0.246630,6,17.526763,3.413318,7,1.351581
15,40,14,378,0.378000,473344,0.135644,3.758155,57.546943,38.694269,0.000634,3.349374,0.285734,-6.588350,-3118555.987630,0.046092,21817.348364,2629.120000,0.312118,5,18.866535,4.358723,9,1.340498
15,40,15,405,0.405000,473344,0.135644,3.757310,57.542717,38.699339,0.000634,3.349425,0.285770,-6.588314,-3118538.851221,0.046044,21794.825423,2622.380000,0.327169,6,20.214728,3.957329,12,1.351252
15,40,16,432,0.432000,473344,0.135644,3.756887,57.531309,38.710747,0.001056,3.349551,0.285862,-6.588255,-3118510.985287,0.045981,21764.993035,2586.200000,0.359486,6,21.554640,4.256371,11,1.347112
15,40,17,459,0.459000,473344,0.135644,3.757732,57.519901,38.721733,0.000634,3.349644,0.285929,-6.588181,-3118475.748930,0.045902,21727.366785,2556.420000,0.342947,7,22.891022,3.962203,11,1.349501
15,40,18,486,0.486000,473344,0.135644,3.756465,57.518211,38.724268,0.001056,3.349691,0.285963,-6.588296,-3118530.380242,0.046003,21775.305752,2607.100000,0.376822,7,24.228119,4.223860,11,1.351260
15,40,19,513,0.513000,473344,0.135644,3.756042,57.521380,38.722156,0.000423,3.349661,0.285941,-6.588261,-3118513.585140,0.045964,21756.560261,2591.580000,0.359486,8,25.563975,3.973505,11,1.349876
15,40,20,540,0.540000,473344,0.135644,3.755620,57.519478,38.724268,0.000634,3.349691,0.285963,-6.588178,-3118474.635470,0.045875,21714.821968,2511.440000,0.394994,8,26.898166,4.212672,13,1.344038
15,40,21,567,0.567000,473344,0.135644,3.758155,57.510394,38.730606,0.000845,3.349725,0.285987,-6.588223,-3118495.965837,0.045921,21736.564672,2525.020000,0.414043,8,28.240673,4.450115,12,1.350925
15,40,22,594,0.594000,473344,0.135644,3.754986,57.524337,38.720254,0.000423,3.349653,0.285935,-6.588292,-3118528.317988,0.045984,21766.246974,2554.810000,0.454940,8,29.583036,4.684123,11,1.351171
15,40,23,621,0.621000,473344,0.135644,3.754563,57.522647,38.721944,0.000845,3.349682,0.285957,-6.587717,-3118256.299481,0.045409,21493.931426,2272.300000,0.454940,9,30.918349,4.425344,20,1.342462
15,40,24,648,0.648000,473344,0.135644,3.756253,57.514831,38.727860,0.001056,3.349720,0.285984,-6.588091,-3118433.464541,0.045786,21672.390709,2212.830000,0.476880,10,32.186160,4.229234,18,1.329105
15,40,25,675,0.675000,473344,0.135644,3.756465,57.515464,38.726803,0.001268,3.349720,0.285984,-6.588188,-3118479.158110,0.045877,21715.588980,2245.890000,0.476880,11,33.421976,4.097191,31,1.348950
15,40,26,702,0.702000,473344,0.135644,3.760267,57.528985,38.709902,0.000845,3.349505,0.285828,-6.588191,-3118480.749400,0.045879,21716.610096,2248.630000,0.434010,13,34.657160,3.719725,32,1.351242
15,40,27,729,0.729000,473344,0.135644,3.757732,57.533844,38.708212,0.000211,3.349501,0.285825,-6.588130,-3118451.961138,0.045800,21679.217643,1172.090000,0.454940,14,35.609170,3.655541,37,1.220783
