k_invA,S_k
5.39799599,1.84195206
5.43767535,1.84842178
5.47735471,1.84582465
5.51703407,1.83418007
5.55671343,1.81369593
5.59639279,1.78476160
5.63607214,1.74793544
5.67575150,1.70392749
5.71543086,1.65357767
5.75511022,1.59783073
5.79478958,1.53770854
5.83446894,1.47428092
5.87414830,1.40863599
5.91382766,1.34185108
5.95350701,1.27496512
5.99318637,1.20895351
6.03286573,1.14470610
6.07254509,1.08300911
6.11222445,1.02453115
6.15190381,0.96981399
6.19158317,0.91926783
6.23126253,0.87317127
6.27094188,0.83167552
6.31062124,0.79481260
6.35030060,0.76250687
6.38997996,0.73458938
6.42965932,0.71081420
6.46933868,0.69087606
6.50901804,0.67442852
6.54869739,0.66110187
6.58837675,0.65052018
6.62805611,0.64231685
6.66773547,0.63614805
6.70741483,0.63170384
6.74709419,0.62871659
6.78677355,0.62696655
6.82645291,0.62628465
6.86613226,0.62655256
6.90581162,0.62770036
6.94549098,0.62970194
6.98517034,0.63256874
7.02484970,0.63634214
7.06452906,0.64108501
7.10420842,0.64687288
7.14388778,0.65378522
7.18356713,0.66189726
7.22324649,0.67127259
7.26292585,0.68195704
7.30260521,0.69397386
7.34228457,0.70732047
7.38196393,0.72196674
7.42164329,0.73785481
7.46132265,0.75490032
7.50100200,0.77299489
7.54068136,0.79200958
7.58036072,0.81179917
7.62004008,0.83220684
7.65971944,0.85306909
7.69939880,0.87422054
7.73907816,0.89549839
7.77875752,0.91674637
7.81843687,0.93781792
7.85811623,0.95857857
7.89779559,0.97890742
7.93747495,0.99869776
7.97715431,1.01785681
8.01683367,1.03630477
8.05651303,1.05397326
8.09619238,1.07080331
8.13587174,1.08674309
8.17555110,1.10174572
8.21523046,1.11576700
8.25490982,1.12876367
8.29458918,1.14069194
8.33426854,1.15150671
8.37394790,1.16116137
8.41362725,1.16960828
8.45330661,1.17679989
8.49298597,1.18269049
8.53266533,1.18723840
8.57234469,1.19040861
8.61202405,1.19217561
8.65170341,1.19252622
8.69138277,1.19146242
8.73106212,1.18900378
8.77074148,1.18518949
8.81042084,1.18007981
8.85010020,1.17375676
8.88977956,1.16632411
8.92945892,1.15790649
8.96913828,1.14864774
9.00881764,1.13870839
9.04849699,1.12826255
9.08817635,1.11749410
9.12785571,1.10659251
9.16753507,1.09574828
9.20721443,1.08514828
9.24689379,1.07497116
9.28657315,1.06538291
9.32625251,1.05653282
9.36593186,1.04854997
9.40561122,1.04154029
9.44529058,1.03558441
9.48496994,1.03073623
9.52464930,1.02702228
9.56432866,1.02444193
9.60400802,1.02296829
9.64368737,1.02254980
9.68336673,1.02311249
9.72304609,1.02456259
9.76272545,1.02678964
9.80240481,1.02966977
9.84208417,1.03306914
9.88176353,1.03684734
9.92144289,1.04086073
9.96112224,1.04496558
10.00080160,1.04902090
10.04048096,1.05289099
10.08016032,1.05644763
10.11983968,1.05957187
10.15951904,1.06215548
10.19919840,1.06410208
10.23887776,1.06532789
10.27855711,1.06576230
10.31823647,1.06534811
10.35791583,1.06404170
10.39759519,1.06181302
10.43727455,1.05864543
10.47695391,1.05453562
10.51663327,1.04949331
10.55631263,1.04354106
10.59599198,1.03671395
10.63567134,1.02905924
10.67535070,1.02063597
10.71503006,1.01151444
10.75470942,1.00177557
10.79438878,0.99151011
10.83406814,0.98081765
10.87374749,0.96980548
10.91342685,0.95858718
10.95310621,0.94728101
10.99278557,0.93600817
11.03246493,0.92489081
11.07214429,0.91404994
11.11182365,0.90360330
11.15150301,0.89366317
11.19118236,0.88433425
11.23086172,0.87571163
11.27054108,0.86787902
11.31022044,0.86090722
11.34989980,0.85485286
11.38957916,0.84975760
11.42925852,0.84564770
11.46893788,0.84253405
11.50861723,0.84041263
11.54829659,0.83926538
11.58797595,0.83906151
11.62765531,0.83975911
11.66733467,0.84130708
11.70701403,0.84364725
11.74669339,0.84671660
11.78637275,0.85044956
11.82605210,0.85478016
11.86573146,0.85964417
11.90541082,0.86498084
11.94509018,0.87073446
11.98476954,0.87685555
12.02444890,0.88330160
12.06412826,0.89003744
12.10380762,0.89703521
12.14348697,0.90427388
12.18316633,0.91173850
12.22284569,0.91941903
12.26252505,0.92730906
12.30220441,0.93540424
12.34188377,0.94370073
12.38156313,0.95219358
12.42124248,0.96087525
12.46092184,0.96973419
12.50060120,0.97875381
12.54028056,0.98791150
12.57995992,0.99717818
12.61963928,1.00651802
12.65931864,1.01588862
12.69899800,1.02524141
12.73867735,1.03452243
12.77835671,1.04367335
12.81803607,1.05263267
12.85771543,1.06133710
12.89739479,1.06972302
12.93707415,1.07772793
12.97675351,1.08529188
13.01643287,1.09235879
13.05611222,1.09887758
13.09579158,1.10480316
13.13547094,1.11009712
13.17515030,1.11472822
13.21482966,1.11867264
13.25450902,1.12191395
13.29418838,1.12444289
13.33386774,1.12625698
13.37354709,1.12735994
13.41322645,1.12776106
13.45290581,1.12747444
13.49258517,1.12651833
13.53226453,1.12491438
13.57194389,1.12268705
13.61162325,1.11986306
13.65130261,1.11647100
13.69098196,1.11254105
13.73066132,1.10810483
13.77034068,1.10319535
13.81002004,1.09784710
13.84969940,1.09209621
13.88937876,1.08598058
13.92905812,1.07954013
13.96873747,1.07281694
14.00841683,1.06585534
14.04809619,1.05870193
14.08777555,1.05140547
14.12745491,1.04401658
14.16713427,1.03658739
14.20681363,1.02917095
14.24649299,1.02182057
14.28617234,1.01458896
14.32585170,1.00752741
14.36553106,1.00068477
14.40521042,0.99410650
14.44488978,0.98783377
14.48456914,0.98190252
14.52424850,0.97634277
14.56392786,0.97117798
14.60360721,0.96642465
14.64328657,0.96209208
14.68296593,0.95818242
14.72264529,0.95469088
14.76232465,0.95160617
14.80200401,0.94891120
14.84168337,0.94658387
14.88136273,0.94459811
14.92104208,0.94292488
14.96072144,0.94153339
15.00040080,0.94039221
15.04008016,0.93947038
15.07975952,0.93873847
15.11943888,0.93816944
15.15911824,0.93773946
15.19879760,0.93742839
15.23847695,0.93722024
15.27815631,0.93710327
15.31783567,0.93706997
15.35751503,0.93711684
15.39719439,0.93724396
15.43687375,0.93745449
15.47655311,0.93775400
15.51623246,0.93814975
15.55591182,0.93864997
15.59559118,0.93926314
15.63527054,0.93999726
15.67494990,0.94085933
15.71462926,0.94185478
15.75430862,0.94298719
15.79398798,0.94425802
15.83366733,0.94566654
15.87334669,0.94720994
15.91302605,0.94888346
15.95270541,0.95068075
15.99238477,0.95259421
16.03206413,0.95461545
16.07174349,0.95673574
16.11142285,0.95894649
16.15110220,0.96123964
16.19078156,0.96360805
16.23046092,0.96604574
16.27014028,0.96854806
16.30981964,0.97111180
16.34949900,0.97373506
16.38917836,0.97641716
16.42885772,0.97915834
16.46853707,0.98195941
16.50821643,0.98482139
16.54789579,0.98774500
16.58757515,0.99073030
16.62725451,0.99377617
16.66693387,0.99687999
16.70661323,1.00003727
16.74629259,1.00324147
16.78597194,1.00648381
16.82565130,1.00975328
16.86533066,1.01303675
16.90501002,1.01631911
16.94468938,1.01958362
16.98436874,1.02281225
17.02404810,1.02598616
17.06372745,1.02908616
17.10340681,1.03209324
17.14308617,1.03498903
17.18276553,1.03775628
17.22244489,1.04037926
17.26212425,1.04284412
17.30180361,1.04513907
17.34148297,1.04725461
17.38116232,1.04918348
17.42084168,1.05092069
17.46052104,1.05246329
17.50020040,1.05381020
17.53987976,1.05496189
17.57955912,1.05592002
17.61923848,1.05668711
17.65891784,1.05726614
17.69859719,1.05766022
17.73827655,1.05787226
17.77795591,1.05790476
17.81763527,1.05775958
17.85731463,1.05743788
17.89699399,1.05694006
17.93667335,1.05626588
17.97635271,1.05541453
18.01603206,1.05438491
18.05571142,1.05317586
18.09539078,1.05178644
18.13507014,1.05021628
18.17474950,1.04846588
18.21442886,1.04653694
18.25410822,1.04443254
18.29378758,1.04215744
18.33346693,1.03971814
18.37314629,1.03712301
18.41282565,1.03438224
18.45250501,1.03150780
18.49218437,1.02851322
18.53186373,1.02541344
18.57154309,1.02222450
18.61122244,1.01896325
18.65090180,1.01564703
18.69058116,1.01229335
18.73026052,1.00891957
18.76993988,1.00554261
18.80961924,1.00217874
18.84929860,0.99884337
18.88897796,0.99555093
18.92865731,0.99231478
18.96833667,0.98914726
19.00801603,0.98605970
19.04769539,0.98306249
19.08737475,0.98016531
19.12705411,0.97737717
19.16673347,0.97470668
19.20641283,0.97216214
19.24609218,0.96975172
19.28577154,0.96748357
19.32545090,0.96536585
19.36513026,0.96340681
19.40480962,0.96161469
19.44448898,0.95999768
19.48416834,0.95856372
19.52384770,0.95732039
19.56352705,0.95627462
19.60320641,0.95543248
19.64288577,0.95479891
19.68256513,0.95437750
19.72224449,0.95417025
19.76192385,0.95417736
19.80160321,0.95439715
19.84128257,0.95482595
19.88096192,0.95545807
19.92064128,0.95628588
19.96032064,0.95729994
20.00000000,0.95848918
