r_A,g_r,g_r_error,n_r
0.51375000,0.00000000,0.00034151,0.00000000
0.54125000,0.00000000,0.00030769,0.00000000
0.56875000,0.00000000,0.00027865,0.00000000
0.59625000,0.00000000,0.00025354,0.00000000
0.62375000,0.00000000,0.00023168,0.00000000
0.65125000,0.00000000,0.00021253,0.00000000
0.67875000,0.00000000,0.00019565,0.00000000
0.70625000,0.00000000,0.00018071,0.00000000
0.73375000,0.00000000,0.00016742,0.00000000
0.76125000,0.00000000,0.00015554,0.00000000
0.78875000,0.00000000,0.00014489,0.00000000
0.81625000,0.00000000,0.00013529,0.00000000
0.84375000,0.00000000,0.00012661,0.00000000
0.87125000,0.00000000,0.00011875,0.00000000
0.89875000,0.00000000,0.00011159,0.00000000
0.92625000,0.00000000,0.00010506,0.00000000
0.95375000,0.00000000,0.00009909,0.00000000
0.98125000,0.00000000,0.00009362,0.00000000
1.00875000,0.00000000,0.00008858,0.00000000
1.03625000,0.00000000,0.00008394,0.00000000
1.06375000,0.00000000,0.00007966,0.00000000
1.09125000,0.00000000,0.00007569,0.00000000
1.11875000,0.00000000,0.00007202,0.00000000
1.14625000,0.00000000,0.00006860,0.00000000
1.17375000,0.00000000,0.00006543,0.00000000
1.20125000,0.00000000,0.00006247,0.00000000
1.22875000,0.00011940,0.00008443,0.00000845
1.25625000,0.00005712,0.00005712,0.00001268
1.28375000,0.00131268,0.00026795,0.00011408
1.31125000,0.01913513,0.00100158,0.00165630
1.33875000,0.11512146,0.00240621,0.01132791
1.36625000,0.39471511,0.00436583,0.04586516
1.39375000,0.95881118,0.00667016,0.13317165
1.42125000,2.01508606,0.00948268,0.32397157
1.44875000,3.46239125,0.01219409,0.66462023
1.47625000,4.68424246,0.01391921,1.14314325
1.50375000,4.97751784,0.01408593,1.67074686
1.53125000,4.35347751,0.01293680,2.14923607
1.55875000,3.28755921,0.01104371,2.52366566
1.58625000,2.22624212,0.00893037,2.78624425
1.61375000,1.45785729,0.00710356,2.96420785
1.64125000,0.91232498,0.00552529,3.07940525
1.66875000,0.59717243,0.00439656,3.15735702
1.69625000,0.41299425,0.00359697,3.21305858
1.72375000,0.29690021,0.00300114,3.25441117
1.75125000,0.22395881,0.00256561,3.28660763
1.77875000,0.17668977,0.00224360,3.31281267
1.80625000,0.13043308,0.00189833,3.33276011
1.83375000,0.09853822,0.00162524,3.34829215
1.86125000,0.07748627,0.00141992,3.36087497
1.88875000,0.07415981,0.00136888,3.37327610
1.91625000,0.08095726,0.00140971,3.38721099
1.94375000,0.06544168,0.00124952,3.39880087
1.97125000,0.02421735,0.00074951,3.40321204
1.99875000,0.00473818,0.00032697,3.40409934
2.02625000,0.00129532,0.00016864,3.40434863
2.05375000,0.00106852,0.00015111,3.40455990
2.08125000,0.00120695,0.00015848,3.40480496
2.10875000,0.00121622,0.00015701,3.40505848
2.13625000,0.00614279,0.00034833,3.40637253
2.16375000,0.03080458,0.00077011,3.41313294
2.19125000,0.19868974,0.00193130,3.45785306
2.21875000,0.53105029,0.00311827,3.58039819
2.24625000,0.56082338,0.00316526,3.71304168
2.27375000,0.62843017,0.00331010,3.86533684
2.30125000,0.83138461,0.00376177,4.07171951
2.32875000,1.09180019,0.00425994,4.34926396
2.35625000,1.38227764,0.00473730,4.70899811
2.38375000,1.63708778,0.00509601,5.14504884
2.41125000,1.86038410,0.00537049,5.65207545
2.43875000,2.01699126,0.00552891,6.21439376
2.46625000,2.11669241,0.00560075,6.81789143
2.49375000,2.14159337,0.00557148,7.44218158
2.52125000,2.10010740,0.00545707,8.06795481
2.54875000,1.99848975,0.00526597,8.67651011
2.57625000,1.86236988,0.00502921,9.25591958
2.60375000,1.72114047,0.00478370,9.80288332
2.63125000,1.57113444,0.00452272,10.31277887
2.65875000,1.42417996,0.00426147,10.78469358
2.68625000,1.29749815,0.00402589,11.22357102
2.71375000,1.19943895,0.00383155,11.63762929
2.74125000,1.11281872,0.00365358,12.02961060
2.76875000,1.04725860,0.00350912,12.40593733
2.79625000,0.98887983,0.00337637,12.76837987
2.82375000,0.95871315,0.00329210,13.12671123
2.85125000,0.92826779,0.00320816,13.48045396
2.87875000,0.90796353,0.00314257,13.83316573
2.90625000,0.89794803,0.00309562,14.18868307
2.93375000,0.88283702,0.00304069,14.54486378
2.96125000,0.88149281,0.00301016,14.90720068
2.98875000,0.86586055,0.00295590,15.26975308
3.01625000,0.85771345,0.00291513,15.63553357
3.04375000,0.85613958,0.00288614,16.00733082
3.07125000,0.84749881,0.00284583,16.38205618
3.09875000,0.84265202,0.00281250,16.76134059
3.12625000,0.83614687,0.00277698,17.14440660
3.15375000,0.83328298,0.00274804,17.53290630
3.18125000,0.82736446,0.00271460,17.92540309
3.20875000,0.82224344,0.00268299,18.32224344
3.23625000,0.82783968,0.00266923,18.72866245
3.26375000,0.83011886,0.00265038,19.14315593
3.29125000,0.83818125,0.00264097,19.56875761
3.31875000,0.84454590,0.00262901,20.00478722
3.34625000,0.85252096,0.00261968,20.45225882
3.37375000,0.86276986,0.00261390,20.91258366
3.40125000,0.87185255,0.00260638,21.38536878
3.42875000,0.88668313,0.00260737,21.87400284
3.45625000,0.90939947,0.00261955,22.38322658
3.48375000,0.92733967,0.00262438,22.91079215
3.51125000,0.95635020,0.00264424,23.46348533
3.53875000,0.98740239,0.00266595,24.04309762
3.56625000,1.02226286,0.00269169,24.65253600
3.59375000,1.05910638,0.00271880,25.29371451
3.62125000,1.09068220,0.00273808,25.96415292
3.64875000,1.12715417,0.00276250,26.66757369
3.67625000,1.15488689,0.00277536,27.39920650
3.70375000,1.18245667,0.00278744,28.15955415
3.73125000,1.19150020,0.00277746,28.93713663
3.75875000,1.19513238,0.00276134,29.72862865
3.78625000,1.18442414,0.00272897,30.52454874
3.81375000,1.16453518,0.00268645,31.31851254
3.84125000,1.14562991,0.00264548,32.11089187
3.86875000,1.11217696,0.00258804,32.89118696
3.89625000,1.07404678,0.00252534,33.65548100
3.92375000,1.03738776,0.00246447,34.40414582
3.95125000,1.00903758,0.00241365,35.14259397
3.97875000,0.96898495,0.00234891,35.86163551
4.00625000,0.94604011,0.00230500,36.57338849
4.03375000,0.92651499,0.00226554,37.28005425
4.06125000,0.90639728,0.00222564,37.98083423
4.08875000,0.89424584,0.00219580,38.68161422
4.11625000,0.88920516,0.00217497,39.38784901
4.14375000,0.88648688,0.00215723,40.10136391
4.17125000,0.89086013,0.00214829,40.82794754
4.19875000,0.89064089,0.00213396,41.56396194
4.22625000,0.90110117,0.00213249,42.31840691
4.25375000,0.90613618,0.00212461,43.08697269
4.28125000,0.91294975,0.00211889,43.87136205
4.30875000,0.92493935,0.00211914,44.67629462
4.33625000,0.93342678,0.00211534,45.49901552
4.36375000,0.94167006,0.00211127,46.33956277
4.39125000,0.95157887,0.00210906,47.19969409
4.41875000,0.96086876,0.00210614,48.07913484
4.44625000,0.97019869,0.00210325,48.97820190
4.47375000,0.97768256,0.00209837,49.89544602
4.50125000,0.99037479,0.00209904,50.83605581
4.52875000,1.00083731,0.00209729,51.79825243
4.55625000,1.00721129,0.00209126,52.77837260
4.58375000,1.01248554,0.00208415,53.77555435
4.61125000,1.02437916,0.00208385,54.79659191
4.63875000,1.04140795,0.00208864,55.84702035
4.66625000,1.04682530,0.00208173,56.91546951
4.69375000,1.05740427,0.00207996,58.00747448
4.72125000,1.06025406,0.00207063,59.11529036
4.74875000,1.06514556,0.00206338,60.24121992
4.77625000,1.07273489,0.00205880,61.38834336
4.80375000,1.07115168,0.00204550,62.54700176
4.83125000,1.07759061,0.00203996,63.72600899
4.85875000,1.07620586,0.00202711,64.91694413
4.88625000,1.06984199,0.00200974,66.11427630
4.91375000,1.07343459,0.00200184,67.32918976
4.94125000,1.06115049,0.00197928,68.54368071
4.96875000,1.05729759,0.00196475,69.76726862
4.99625000,1.04708444,0.00194447,70.99248749
5.02375000,1.04030961,0.00192756,72.22321610
5.05125000,1.03113278,0.00190859,73.45647985
5.07875000,1.02262436,0.00189041,74.69292100
5.10625000,1.01200912,0.00187044,75.92981426
5.13375000,1.00756091,0.00185633,77.17457071
5.16125000,0.99363127,0.00183363,78.41530473
5.18875000,0.98837648,0.00181909,79.66266394
5.21625000,0.98274631,0.00180433,80.91609907
5.24375000,0.97561263,0.00178835,82.17359045
5.27125000,0.97131512,0.00177509,83.43870842
5.29875000,0.96749066,0.00176240,84.71202762
5.32625000,0.96572352,0.00175170,85.99624797
5.35375000,0.96462711,0.00174171,87.29229060
5.38125000,0.96179372,0.00173026,88.59783582
5.40875000,0.96135584,0.00172108,89.91615823
5.43625000,0.96271677,0.00171358,91.24980564
5.46375000,0.96197259,0.00170430,92.59593868
5.49125000,0.96899404,0.00170194,93.96558106
5.51875000,0.96774553,0.00169237,95.34719358
5.54625000,0.97032448,0.00168622,96.74632825
5.57375000,0.97475531,0.00168173,98.16582443
5.60125000,0.97546990,0.00167408,99.60041323
5.62875000,0.97914829,0.00166904,101.05458609
5.65625000,0.98567594,0.00166645,102.53279222
5.68375000,0.99099935,0.00166286,104.03346826
5.71125000,0.98858917,0.00165284,105.54501589
5.73875000,0.99607382,0.00165114,107.08270940
5.76625000,0.99833139,0.00164512,108.63869406
5.79375000,1.00155664,0.00163996,110.21463037
5.82125000,1.00727266,0.00163686,111.81464221
5.84875000,1.00788858,0.00162966,113.43079452
5.87625000,1.01204342,0.00162538,115.06890549
5.90375000,1.01387388,0.00161927,116.72537520
5.93125000,1.01310830,0.00161115,118.39605023
5.95875000,1.01190745,0.00160277,120.08025453
5.98625000,1.01519590,0.00159799,121.78556399
