energy_kev,sp3_target,frame_index,step,time_ps,n_atoms,density_atoms_A3,sp_percent,sp2_percent,sp3_percent,defect_percent,mean_coord,elastic_modulus_rel,mean_pe_eV,total_pe_eV,mean_ke_eV,total_ke_eV,max_ke_atom_eV,threshold_cumulative_A,n_displaced_cumulative,max_dr_cumulative_A,mean_dr_cumulative_A,n_displaced_incremental,max_dr_incremental_A
30,20,43,1161,1.161000,473344,0.107342,16.830677,65.168672,17.999383,0.001268,3.011662,0.099481,-6.428765,-3043017.461855,0.052114,24667.946570,5283.720000,0.800588,7,57.457435,9.788728,8,1.349945
30,20,44,1188,1.188000,473344,0.107342,16.827508,65.171207,17.999594,0.001690,3.011704,0.099497,-6.428782,-3043025.246400,0.052115,24668.172631,5290.020000,0.763756,8,58.792311,8.881759,14,1.350190
30,20,45,1215,1.215000,473344,0.107342,16.827719,65.168461,18.001918,0.001901,3.011721,0.099504,-6.428681,-3042977.590418,0.052001,24614.364815,5242.400000,0.763756,8,60.126172,9.106332,14,1.349238
30,20,46,1242,1.242000,473344,0.107342,16.828776,65.171419,17.997904,0.001901,3.011679,0.099487,-6.428761,-3043015.236924,0.052073,24648.580130,5276.270000,0.800588,8,61.460740,9.330494,25,1.350239
30,20,47,1269,1.269000,473344,0.107342,16.824550,65.177968,17.995792,0.001690,3.011696,0.099494,-6.428812,-3043039.386170,0.052101,24661.897496,5296.440000,0.800588,8,62.795830,9.553925,18,1.350520
30,20,48,1296,1.296000,473344,0.107342,16.824550,65.175644,17.998327,0.001479,3.011717,0.099502,-6.428799,-3043033.586744,0.052077,24650.252173,5288.450000,0.839196,8,64.130637,9.776570,28,1.349834
30,20,49,1323,1.323000,473344,0.107342,16.829621,65.168250,18.000439,0.001690,3.011691,0.099492,-6.428639,-3042957.901940,0.051900,24566.467258,5209.710000,0.839196,8,65.464185,9.998063,20,1.348763
30,20,50,1350,1.350000,473344,0.107342,16.829198,65.171841,17.997482,0.001479,3.011679,0.099487,-6.428755,-3043012.646313,0.052005,24616.237724,5250.100000,0.879667,8,66.792731,10.218265,18,1.349869
30,20,51,1377,1.377000,473344,0.107342,16.827297,65.174588,17.996848,0.001268,3.011691,0.099492,-6.428766,-3043018.044611,0.052008,24617.734572,5252.120000,0.922089,8,68.119733,10.436679,31,1.350080
30,20,52,1404,1.404000,473344,0.107342,16.824550,65.177545,17.996637,0.001268,3.011717,0.099502,-6.428809,-3043037.985312,0.052045,24635.351960,5265.570000,0.966557,8,69.448168,10.654113,19,1.350076
30,20,53,1431,1.431000,473344,0.107342,16.823072,65.171419,18.004031,0.001479,3.011805,0.099537,-6.428817,-3043041.763097,0.052039,24632.288543,5261.970000,0.966557,8,70.778127,10.870601,21,1.350078
30,20,54,1458,1.458000,473344,0.107342,16.824550,65.162757,18.011848,0.000845,3.011856,0.099557,-6.428807,-3043037.006243,0.052013,24620.195146,5249.470000,0.879667,9,72.108802,9.954719,23,1.349668
30,20,55,1485,1.485000,473344,0.107342,16.825395,65.163602,18.010158,0.000845,3.011831,0.099547,-6.428837,-3043051.235890,0.052046,24635.571681,5257.880000,0.879667,9,73.440178,10.149836,22,1.350084
30,20,56,1512,1.512000,473344,0.107342,16.827931,65.166771,18.004242,0.001056,3.011742,0.099512,-6.428895,-3043079.024127,0.052101,24661.686701,5280.640000,0.879667,9,74.773134,10.344258,10,1.350522
30,20,57,1539,1.539000,473344,0.107342,16.829198,65.162334,18.007622,0.000845,3.011767,0.099522,-6.428908,-3043085.100201,0.052108,24664.819521,5280.650000,0.879667,9,76.106518,10.537834,9,1.350002
30,20,58,1566,1.566000,473344,0.107342,16.835325,65.158109,18.005721,0.000845,3.011687,0.099491,-6.428894,-3043078.193814,0.052085,24654.025716,5264.590000,0.922089,9,77.440152,10.730691,5,1.349682
30,20,59,1593,1.593000,473344,0.107342,16.834269,65.158532,18.005932,0.001268,3.011700,0.099496,-6.428143,-3042722.803630,0.051314,24289.175515,4859.610000,0.922089,9,78.769477,10.922686,31,1.342457
30,20,60,1620,1.620000,473344,0.107342,16.833635,65.159799,18.005298,0.001268,3.011700,0.099496,-6.428784,-3043026.407740,0.051934,24582.437518,5106.530000,0.966557,9,80.122326,11.117192,33,1.353567
30,20,61,1647,1.647000,473344,0.107342,16.827297,65.164024,18.007411,0.001268,3.011784,0.099529,-6.428910,-3043085.860862,0.052043,24634.180084,5161.620000,1.013169,9,81.472922,11.310112,33,1.350740
30,20,62,1674,1.674000,473344,0.107342,16.827719,65.162757,18.008256,0.001268,3.011780,0.099527,-6.428959,-3043109.340550,0.052092,24657.200479,5187.500000,1.062029,9,82.823392,11.501475,35,1.350678
30,20,63,1701,1.701000,473344,0.107342,16.829832,65.161489,18.007411,0.001268,3.011750,0.099515,-6.428924,-3043092.826023,0.052048,24636.458333,5176.440000,1.062029,9,84.172871,11.691369,32,1.349720
30,20,64,1728,1.728000,473344,0.107342,16.835959,65.154306,18.008467,0.001268,3.011700,0.099496,-6.428927,-3043093.898202,0.052041,24633.502764,5184.200000,1.113245,9,85.522763,11.880007,32,1.350167
30,20,65,1755,1.755000,473344,0.107342,16.836381,65.149236,18.012904,0.001479,3.011734,0.099509,-6.428918,-3043089.945818,0.052020,24623.140406,5184.190000,0.879667,12,86.872526,9.300978,9,1.350034
30,20,66,1782,1.782000,473344,0.107342,16.837015,65.146912,18.014383,0.001690,3.011746,0.099514,-6.428896,-3043079.525965,0.051990,24609.365672,5184.410000,0.922089,12,88.222220,9.459754,23,1.349956
30,20,67,1809,1.809000,473344,0.107342,16.837649,65.142264,18.018397,0.001690,3.011780,0.099527,-6.428868,-3043065.926981,0.051954,24592.163136,5184.400000,0.922089,12,89.572011,9.615995,22,1.350045
30,20,68,1836,1.836000,473344,0.107342,16.841240,65.141631,18.015439,0.001690,3.011717,0.099502,-6.428847,-3043056.149747,0.051926,24579.068607,5181.760000,0.966557,12,90.921732,9.769193,8,1.349968
30,20,69,1863,1.863000,473344,0.107342,16.842930,65.144377,18.010791,0.001901,3.011657,0.099479,-6.428808,-3043037.490183,0.051874,24554.343968,5152.830000,0.966557,12,92.270964,9.919003,8,1.349468
30,20,70,1890,1.890000,473344,0.107342,16.841874,65.141631,18.014383,0.002113,3.011708,0.099499,-6.428840,-3043053.033914,0.051903,24567.793533,5150.020000,1.013169,12,93.620452,10.066350,30,1.349696
30,20,71,1917,1.917000,473344,0.107342,16.839128,65.147968,18.011214,0.001690,3.011696,0.099494,-6.428887,-3043075.300992,0.051941,24585.787148,5156.420000,1.013169,12,94.970264,10.211981,32,1.350102
30,20,72,1944,1.944000,473344,0.107342,16.834480,65.151982,18.012059,0.001479,3.011746,0.099514,-6.428902,-3043082.219938,0.051944,24587.261455,5154.280000,1.013169,12,96.319955,10.356463,8,1.349957
30,20,73,1971,1.971000,473344,0.107342,16.830888,65.156842,18.010580,0.001690,3.011763,0.099520,-6.428963,-3043110.924267,0.051998,24613.034846,5177.610000,1.062029,12,97.670070,10.500166,37,1.350392
30,20,74,1998,1.998000,473344,0.107342,16.830043,65.156419,18.011636,0.001901,3.011776,0.099525,-6.428981,-3043119.462980,0.052007,24617.354289,5180.700000,1.113245,12,99.019825,10.643098,39,1.350054
30,20,75,2040,2.040000,473344,0.107342,16.827719,65.154940,18.015439,0.001901,3.011839,0.099550,-6.428992,-3043124.641080,0.051990,24609.176001,5180.430000,1.013169,13,101.119421,10.119672,41,2.100046
30,20,76,2160,2.160000,473344,0.107342,16.813565,65.175855,18.008890,0.001690,3.011928,0.099585,-6.428827,-3043046.767590,0.051787,24512.979644,5082.040000,1.113245,13,107.111475,10.751794,14,5.994157
30,20,77,2280,2.280000,473344,0.107342,16.810396,65.176700,18.009946,0.002958,3.011953,0.099595,-6.428792,-3043030.079555,0.051726,24484.347123,4950.880000,1.166932,13,113.081909,11.382151,25,5.985890
30,20,78,2400,2.400000,473344,0.107342,16.811030,65.176278,18.010158,0.002535,3.011957,0.099596,-6.428710,-3042991.448580,0.051477,24366.552026,4211.690000,1.344030,14,116.456563,11.108891,31,5.923036
30,20,79,2520,2.520000,473344,0.107342,16.818424,65.164236,18.015017,0.002324,3.011928,0.099585,-6.428610,-3042943.948840,0.051195,24232.616783,4145.320000,0.879667,28,116.652972,6.277513,42,5.997374
30,20,80,2640,2.640000,473344,0.107342,16.827086,65.154940,18.014805,0.003169,3.011826,0.099545,-6.428734,-3043002.480698,0.051170,24221.069564,4195.560000,1.282196,18,117.035815,9.547205,61,6.001384
30,20,81,2760,2.760000,473344,0.107342,16.827297,65.160222,18.008890,0.003591,3.011750,0.099515,-6.428448,-3042867.399355,0.050769,24031.181329,4180.390000,1.408846,18,117.808429,9.880737,29,5.997764
30,20,82,2880,2.880000,473344,0.107342,16.826663,65.159588,18.009312,0.004437,3.011763,0.099520,-6.428551,-3042915.951023,0.050579,23941.479626,2278.800000,1.344030,23,118.019068,8.268478,25,5.675638
30,20,83,3000,3.000000,473344,0.107342,16.836804,65.150504,18.006777,0.005915,3.011603,0.099458,-6.428392,-3042840.559601,0.049348,23358.530033,1329.190000,1.062029,40,115.485684,5.688675,37,4.915553
30,20,84,3120,3.120000,473344,0.107342,16.838916,65.154518,18.001284,0.005282,3.011531,0.099430,-6.428263,-3042779.522254,0.048058,22747.850593,1123.220000,1.113245,44,112.691431,5.860789,16,5.978059
30,20,85,3240,3.240000,473344,0.107342,16.835325,65.168038,17.989031,0.007605,3.011455,0.099400,-6.428058,-3042682.469130,0.046793,22149.343881,891.595000,1.282196,44,109.366443,6.421472,30,5.957235
30,20,86,3360,3.360000,473344,0.107342,16.840184,65.133180,18.020509,0.006127,3.011691,0.099492,-6.428137,-3042720.016258,0.045897,21724.920130,740.771000,1.344030,50,105.588900,6.309074,45,5.977291
30,20,87,3480,3.480000,473344,0.107342,16.840395,65.141208,18.011214,0.007183,3.011611,0.099461,-6.427872,-3042594.526187,0.044798,21205.067690,583.431000,1.476788,53,101.423087,6.566141,20,5.967200
30,20,88,3600,3.600000,473344,0.107342,16.866169,65.107195,18.020087,0.006549,3.011421,0.099387,-6.427728,-3042526.428833,0.043796,20730.571905,333.879000,2.053525,44,96.523710,8.135944,19,5.725387
30,20,89,3720,3.720000,473344,0.107342,16.852860,65.119025,18.021566,0.006549,3.011586,0.099451,-6.427729,-3042526.826371,0.042991,20349.358417,298.259000,2.479238,41,91.192506,9.076299,16,5.944367
30,20,90,3840,3.840000,473344,0.107342,16.857085,65.125786,18.012059,0.005070,3.011446,0.099397,-6.427683,-3042505.321997,0.042372,20056.459653,277.324000,2.053525,57,86.607924,7.434671,24,5.971052
30,20,91,3960,3.960000,473344,0.107342,16.853282,65.122617,18.018819,0.005282,3.011556,0.099440,-6.427670,-3042498.990240,0.041798,19784.932938,141.407000,1.344030,118,83.698723,4.582878,12,4.431372
30,20,92,4080,4.080000,473344,0.107342,16.856451,65.125997,18.012693,0.004859,3.011480,0.099410,-6.427818,-3042568.927110,0.041210,19506.645594,29.855700,1.476788,116,81.703554,4.838416,10,5.240580
30,20,93,4200,4.200000,473344,0.107342,16.824128,65.135293,18.038467,0.002113,3.012101,0.099652,-6.428334,-3042813.438120,0.040738,19283.265904,2.104690,5.267335,24,81.332580,14.487218,2,5.107432
30,20,94,4320,4.320000,473344,0.107342,16.834057,65.143532,18.020932,0.001479,3.011839,0.099550,-6.428825,-3043045.619510,0.040491,19166.280309,2.346880,2.479238,54,81.007205,8.167473,0,2.001709
30,20,95,4440,4.440000,473344,0.107342,16.828987,65.143109,18.026425,0.001479,3.011945,0.099591,-6.428816,-3043041.533150,0.040288,19069.984431,1.192830,2.479238,56,80.750687,7.994933,1,2.415823
30,20,96,4560,4.560000,473344,0.107342,16.824339,65.130434,18.043748,0.001479,3.012165,0.099677,-6.429065,-3043159.334650,0.040296,19073.859041,0.953850,2.598799,54,80.764678,8.208897,0,1.724785
30,20,97,4680,4.680000,473344,0.107342,16.816945,65.128321,18.053255,0.001479,3.012334,0.099743,-6.429047,-3043150.701580,0.040266,19059.792850,0.858351,2.724127,49,80.665737,8.792855,0,1.509911
30,20,98,4800,4.800000,473344,0.107342,16.823072,65.151137,18.024312,0.001479,3.011983,0.099606,-6.429223,-3043234.038840,0.040236,19045.567081,0.626928,2.479238,55,80.738488,8.110324,0,1.384749
30,20,99,4920,4.920000,473344,0.107342,16.803847,65.152405,18.042269,0.001479,3.012355,0.099751,-6.429298,-3043269.752650,0.040163,19010.774778,0.571796,2.724127,48,80.734435,8.926964,0,1.567151
30,20,100,5040,5.040000,473344,0.107342,16.802790,65.153250,18.042481,0.001479,3.012367,0.099756,-6.429388,-3043312.386440,0.040243,19048.955415,0.777351,1.782939,92,80.754577,5.669025,0,1.499545
30,20,101,5160,5.160000,473344,0.107342,16.816100,65.141842,18.040579,0.001479,3.012215,0.099697,-6.429490,-3043360.420660,0.040209,19032.654332,0.541577,5.521352,22,80.740630,15.174474,0,1.552305
30,20,102,5280,5.280000,473344,0.107342,16.799410,65.138039,18.061072,0.001479,3.012587,0.099842,-6.429493,-3043361.951480,0.040182,19020.133855,0.577708,2.855498,47,80.614954,9.083798,0,1.337966
30,20,103,5400,5.400000,473344,0.107342,16.808072,65.152405,18.038044,0.001479,3.012270,0.099718,-6.429542,-3043385.118050,0.040181,19019.325369,0.602647,2.724127,50,80.652084,8.670293,0,1.260872
30,20,104,5520,5.520000,473344,0.107342,16.799833,65.122828,18.075860,0.001479,3.012731,0.099899,-6.429641,-3043431.892590,0.040171,19014.866044,0.672332,5.267335,22,80.916891,15.187511,0,1.371698
30,20,105,5640,5.640000,473344,0.107342,16.792227,65.159799,18.046283,0.001690,3.012507,0.099811,-6.429681,-3043451.074380,0.040146,19002.643591,0.452867,2.855498,47,80.813715,9.073776,0,1.545864
30,20,106,5760,5.760000,473344,0.107342,16.786946,65.132124,18.079452,0.001479,3.012895,0.099963,-6.429782,-3043498.882410,0.040144,19002.150764,0.429280,5.267335,22,80.841862,15.187207,0,1.343725
30,20,107,5880,5.880000,473344,0.107342,16.802157,65.125363,18.071001,0.001479,3.012659,0.099870,-6.429863,-3043537.187480,0.040128,18994.214340,0.674812,5.521352,22,80.776048,15.183239,0,1.293033
30,20,108,6000,6.000000,473344,0.107342,16.795185,65.117335,18.086001,0.001479,3.012879,0.099956,-6.429864,-3043537.513530,0.040197,19027.233217,0.615246,5.521352,22,80.866360,15.190920,0,1.434061
30,20,109,6120,6.120000,473344,0.107342,16.778495,65.133391,18.086635,0.001479,3.013052,0.100024,-6.429877,-3043543.609160,0.040084,18973.366858,1.023260,5.521352,22,80.847493,15.205905,0,1.416866
30,20,110,6240,6.240000,473344,0.107342,16.751665,65.154518,18.092339,0.001479,3.013377,0.100152,-6.429976,-3043590.653400,0.040089,18975.673247,0.417021,2.724127,49,80.858034,8.814634,0,1.324802
30,20,111,6360,6.360000,473344,0.107342,16.777861,65.140152,18.080508,0.001479,3.012997,0.100003,-6.430127,-3043661.846140,0.040104,18982.922429,0.421925,2.724127,49,80.809607,8.822474,0,1.273058
30,20,112,6480,6.480000,473344,0.107342,16.767721,65.148602,18.082198,0.001479,3.013115,0.100049,-6.430059,-3043629.725190,0.040084,18973.707975,0.484911,2.855498,47,80.751155,9.081804,0,1.276392
30,20,113,6600,6.600000,473344,0.107342,16.774270,65.149447,18.074804,0.001479,3.012976,0.099994,-6.430093,-3043645.901130,0.040024,18945.326765,0.424477,2.724127,52,80.758097,8.470709,0,1.320053
30,20,114,6720,6.720000,473344,0.107342,16.753777,65.165292,18.079240,0.001690,3.013221,0.100090,-6.430152,-3043673.915960,0.040143,19001.436446,0.672936,2.855498,46,80.725488,9.201921,0,1.338237
30,20,115,6840,6.840000,473344,0.107342,16.763073,65.126842,18.108395,0.001690,3.013419,0.100168,-6.430262,-3043726.154750,0.040122,18991.361438,0.775350,5.267335,22,80.807780,15.212782,0,1.481196
30,20,116,6960,6.960000,473344,0.107342,16.767509,65.134659,18.096353,0.001479,3.013259,0.100105,-6.430305,-3043746.237760,0.040111,18986.070362,0.497158,2.724127,50,80.813866,8.705042,0,1.527936
30,20,117,7080,7.080000,473344,0.107342,16.758003,65.157898,18.082621,0.001479,3.013217,0.100089,-6.430365,-3043774.773000,0.040075,18969.356877,0.434861,2.724127,49,80.760314,8.815376,0,1.378831
30,20,118,7200,7.200000,473344,0.107342,16.743003,65.167616,18.087902,0.001479,3.013419,0.100168,-6.430431,-3043805.932510,0.040075,18969.486290,0.442205,2.855498,47,80.724410,9.079477,0,1.510358
30,20,119,7320,7.320000,473344,0.107342,16.737933,65.146067,18.114521,0.001479,3.013736,0.100292,-6.430497,-3043837.284140,0.040086,18974.498848,0.595046,2.855498,46,80.724229,9.207577,0,1.374115
30,20,120,7440,7.440000,473344,0.107342,16.739412,65.160433,18.098677,0.001479,3.013563,0.100225,-6.430575,-3043873.949960,0.040169,19013.637521,0.529195,2.724127,47,80.923709,9.079174,0,1.236039
30,20,121,7560,7.560000,473344,0.107342,16.724412,65.171630,18.102691,0.001268,3.013757,0.100301,-6.430588,-3043880.071560,0.040054,18959.524777,0.416997,2.855498,46,80.741185,9.213464,0,1.168592
30,20,122,7680,7.680000,473344,0.107342,16.734975,65.146278,18.117479,0.001268,3.013800,0.100317,-6.430615,-3043892.918420,0.040093,18977.774396,0.553008,5.521352,22,80.805617,15.196405,0,1.526141
30,20,123,7800,7.800000,473344,0.107342,16.724834,65.160644,18.113254,0.001268,3.013859,0.100341,-6.430696,-3043931.302770,0.040034,18949.786063,0.456141,5.521352,22,80.650751,15.190100,0,1.291358
30,20,124,7920,7.920000,473344,0.107342,16.734975,65.159377,18.104381,0.001268,3.013669,0.100266,-6.430679,-3043923.156580,0.040039,18952.357430,0.562704,2.724127,49,80.620115,8.816642,0,1.530178
30,20,125,8040,8.040000,473344,0.107342,16.739834,65.145011,18.113888,0.001268,3.013715,0.100284,-6.430799,-3043980.280930,0.040088,18975.378741,0.407283,2.855498,49,80.809374,8.839669,0,1.348045
30,20,126,8160,8.160000,473344,0.107342,16.727370,65.152616,18.118747,0.001268,3.013888,0.100352,-6.430835,-3043997.301680,0.040096,18979.338982,0.908424,2.724127,50,80.852208,8.687753,0,1.462016
